date,time,name,images,logo,video,category,details,tagline,developer,pricing_text,similar,terms_of_service,privacy_policy,url 
2022-01-08,08:21:35 PM,Dashworks,"https://static.intercomassets.com/developer-home/change-request-image-uploads/5227/original/IntercomImage1-1605760914.png?1605760914, https://static.intercomassets.com/developer-home/change-request-image-uploads/5228/original/IntercomImage2-1605760917.png?1605760917, https://static.intercomassets.com/developer-home/change-request-image-uploads/5229/original/IntercomImage3-1605760921.png?1605760921",https://static.intercomassets.com/developer-home/change-request-image-uploads/5010/original/dashworks_squar-1602129409.png?1602129409,,"Automation, Conversation management","Dashworks allows teams to instantly search anything across all their cloud and web applications. Fast-growing teams rely on Dashworks to find the answers they need when they need them.Connect Intercom and Dashworks to instantly search your users, companies, and conversations from anywhere with a keyboard shortcut.Get started with Dashworks for free, and discover the fastest way to work!",Unified and intelligent search across all your cloud applications,"Built by Dashworks Technologies, Inc.",Free,,https://dashworks.ai/terms-of-service,https://dashworks.ai/privacy-policy,https://www.intercom.com/app-store/?app_package_code=dash-bdz0&category=automation
2022-01-08,08:21:36 PM,RoleUp,"https://static.intercomassets.com/developer-home/change-request-image-uploads/3379/original/Identities-1580323223.png?1580323223, https://static.intercomassets.com/developer-home/change-request-image-uploads/3380/original/Offboard-1580323228.png?1580323228, https://static.intercomassets.com/developer-home/change-request-image-uploads/3381/original/Onboard-1580323232.png?1580323232",https://static.intercomassets.com/developer-home/change-request-image-uploads/3274/original/Transparent-512-1579207865.png?1579207865,,Automation,"Track all your team accounts in one place with simple OAuth-based setup, no SAML, LDAP or identity providers. With dozens of supported integrations including Intercom, and more added all the time, you can make onboarding, offboarding, and general account management simple.Accounts are automatically grouped by email into Identities to make it easy to see which real person is tied to which accounts.Onboard users by creating a public link with forms to gather the details of all the new accounts (github username, full name for Google Apps, phone number for PagerDuty, etc)Most integrations support creating new accounts directly from RoleUp. So once you've gathered the account details, you can instantly create an account and link it to their identity with a clickOffboarding is made easy too. No more searching through every SaaS service for the admin page to revoke access for a departing teammate. With every account grouped by identity you can simply click ""Remove"" for integrations that support it, or get a direct link to the user management page for integrations that require a manual approach.Change access roles or add/remove accounts from groups, channels, or teams within the connected integrationsVisit https://app.roleup.io/register to create a free trial account and get started in seconds.",Simple Identity Management,Built by RoleUp,Trial for free,,https://www.roleup.io/terms,https://www.roleup.io/privacy,https://www.intercom.com/app-store/?app_package_code=roleup&category=automation
2022-01-08,08:21:38 PM,Elevio,"https://static.intercomassets.com/developer-home/change-request-image-uploads/4638/original/Overview_-_Intercom-1597200420.png?1597200420, https://static.intercomassets.com/developer-home/change-request-image-uploads/4639/original/SearchableAnywhere_-_Intercom-1597200428.png?1597200428, https://static.intercomassets.com/developer-home/change-request-image-uploads/4640/original/PreviewAnywhere_-_Intercom-1597200436.png?1597200436",https://static.intercomassets.com/developer-home/change-request-image-uploads/4557/original/logomark-512x512-1595391360.png?1595391360,,"Automation, Data & Enrichment","Elevio provides a way to create, deliver, measure and improve your product knowledge, for increased customer enablement. By integrating Elevio with Intercom, you'll be able to sync your Intercom content with Elevio to open up the possibilities of delivering knowledge not only to your customers through the Elevio Assistant, but also to your support agents through our Chrome Integrations.Future updates to this integration will also allow for delivering Elevio hosted content through the Intercom Messenger as a Messenger App.",Capture and Deliver knowledge with the Elevio integration.,Built by Elevio,Paid app,,https://elev.io/legal/terms-of-use,https://elev.io/legal/privacy-policy,https://www.intercom.com/app-store/?app_package_code=elevio&category=automation
2022-01-08,08:21:39 PM,Insycle Data Management,"https://static.intercomassets.com/developer-home/change-request-image-uploads/3860/original/insycle-modern-customer-data-management-1586738202.png?1586738202, https://static.intercomassets.com/developer-home/change-request-image-uploads/3861/original/insycle-deduplicate-intercom-leads-contacts-1586738210.png?1586738210, https://static.intercomassets.com/developer-home/change-request-image-uploads/3862/original/insycle-intercom-tag-management-1586738221.png?1586738221, https://static.intercomassets.com/developer-home/change-request-image-uploads/3863/original/insycle-intercom-cleanse-data-1586738228.png?1586738228, https://static.intercomassets.com/developer-home/change-request-image-uploads/3864/original/insycle-intercom-grid-edit-bulk-update-1586738232.png?1586738232",https://static.intercomassets.com/appstore/images/icons/insycle.png,https://fast.wistia.net/embed/iframe/2tptkfabe1?autoPlay=false&muted=false,"Automation, Data & Enrichment","Insycle is a complete customer data management solution that makes it simple for companies to manage, automate, and maintain clean customer databases. This allows their teams to execute more efficiently and improve reporting, knowing the data is accurate and formatted properly.Our mission is to make it easy for everyone to manage and work with data.Deduplicate users and leads in bulk and automatically, to maintain a single customer view (merge duplicates)Improve tag management with bulk adding & removal and advanced tag analysis.Improve personalization by cleansing user and lead data.Easily edit any Intercom data, avoid importing and exporting .CSVs.Link users and leads to companies in bulk or automatically, by matching and field to establish the association.Group data by any field and create reports to understand and analyze your data, and then bulk update in buckets.Import, cleanse & enrich without fear of creating duplicates and other data issues.Bulk update any field, one-time adhoc or automated through workflows.Consolidate legacy fields to remove clutter.Learn more about the 9 Ways to Streamline Customer Data Management in IntercomPlus, learn how we're supporting businesses during COVID-19.Pricing information:Free plan: For databases with up to 5,000 records. Plan includes unlimited usage, unlimited operations, and unlimited users.Free usage: For any database size. Free usage to update, cleanse, or deduplicate up to 500 records.Paid plans: For larger databases or additional usage. See pricing page for more details.","Deduplicate users & leads, bulk manage tags, cleanse your data.",Built by Insycle,Trial for free,,https://www.insycle.com/terms-of-service/?utm_source=appstore&utm_campaign=intercom,https://www.insycle.com/privacy-policy/?utm_source=appstore&utm_campaign=intercom,https://www.intercom.com/app-store/?app_package_code=insycle&category=automation
2022-01-08,08:21:42 PM,GUS,"https://static.intercomassets.com/developer-home/change-request-image-uploads/7571/original/Imagenes_intercom_01-1635275450.png?1635275450, https://static.intercomassets.com/developer-home/change-request-image-uploads/7572/original/Imagenes_intercom_02-1635275456.png?1635275456, https://static.intercomassets.com/developer-home/change-request-image-uploads/7573/original/Imagenes_intercom_03-1635275462.png?1635275462, https://static.intercomassets.com/developer-home/change-request-image-uploads/7574/original/Imagenes_intercom_04-1635275496.png?1635275496",https://static.intercomassets.com/developer-home/change-request-image-uploads/4416/original/logo_gus-1592859936.png?1592859936,https://www.youtube.com/embed/2fF1ATgb0Ls?rel=0&hd=1&autoplay=0,"Automation, Conversation management, Marketing automation, Data & Enrichment","GUS designs high-impact chatbots that can be implemented in the most popular instant messaging channels such as WhatsApp, Facebook Messenger, Instagram, Twitter, Web, Teams, and more. Additionally, we can easily integrate CRM, CDP, generic APIs for transactional use cases. Above all, we integrate Intercom for the handover from chatbot to human agents so that conversations can easily be transferred and attended by your customer service staff when deemed appropriate. All these features can be accessed from our NO-CODE platform (FLUX) where brands can be autonomous in the activation of new channels, design their chatbot and deploy necessary integrations to enhance the customer experience for the end-user.Our integration with Intercom allows brands to optimize agent productivity and reduce all friction in the communication with its users by consolidating all chat channels under one unified platform.",Enhance your CX through conversational channels,Built by GUS,Paid app,,https://gus.chat/terminos-y-condiciones/,https://gus.chat/politicas-de-privacidad/,https://www.intercom.com/app-store/?app_package_code=gus-chat&category=automation
2022-01-08,08:21:46 PM,Command E,"https://static.intercomassets.com/developer-home/change-request-image-uploads/6970/original/1-Intercom-Hero_1600x1000-1627933915.png?1627933915, https://static.intercomassets.com/developer-home/change-request-image-uploads/6971/original/2-Intercom-Extension_1600x1000-1627933920.png?1627933920, https://static.intercomassets.com/developer-home/change-request-image-uploads/6972/original/3-Intercom-Tabs_1600x1000-1627933926.png?1627933926",https://static.intercomassets.com/developer-home/change-request-image-uploads/6689/original/Logo_512x512-1624483759.png?1624483759,https://www.youtube.com/embed/i9qAus0HCw0?rel=0&hd=1&autoplay=0,"Automation, Conversation management","Finding it hard to get to the Intercom Lead, User, and Account that you need? With Command E you no longer have to remember where to go, instead, just focus on what you need to do. Open the app to start searching and go straight to search results in browser or in app.Command E is a cloud connected, natively-run, blazing fast software app that allows you to search and launch records from various integrations, such as Intercom. Stop spending time looking for stuff and start spending time doing stuff.To download Command E, click here.","Instantly find and launch Intercom Leads, Users, and Accounts",Built by Command E,Free,,https://app.getcommande.com/legal/terms-of-service,https://app.getcommande.com/legal/privacy-policy,https://www.intercom.com/app-store/?app_package_code=command-e-8z5v&category=automation
2022-01-08,08:21:48 PM,PingPong Sync,https://static.intercomassets.com/developer-home/change-request-image-uploads/6039/original/intercom-sync-1-1616597646.png?1616597646,https://static.intercomassets.com/developer-home/change-request-image-uploads/6037/original/logo-big-transparent-1616579477.png?1616579477,,Automation,"Keep your subscribers in sync with Intercom. Make sure to reach out to all your customers when an incident occurs and lower support tickets.This app works with PingPong Status Pages; one platform for all your system status. Keep your customers informed of any incidents and build trust.Requires a PingPong account, start your free trial now.",Keep your status page subscribers in sync with Intercom,Built by PingPong,Trial for free,,https://pingpong.one/terms/,https://pingpong.one/privacy/,https://www.intercom.com/app-store/?app_package_code=pingpong-sync&category=automation
2022-01-08,08:21:49 PM,Rich Returns,"https://static.intercomassets.com/developer-home/change-request-image-uploads/854/original/screenshot-desktop-1-1544722100.png?1544722100, https://static.intercomassets.com/developer-home/change-request-image-uploads/855/original/screenshot-desktop-2-1544722104.png?1544722104, https://static.intercomassets.com/developer-home/change-request-image-uploads/856/original/screenshot-desktop-3-1544722107.png?1544722107, https://static.intercomassets.com/developer-home/change-request-image-uploads/857/original/screenshot-intercom-mobile-2-1544722113.png?1544722113, https://static.intercomassets.com/developer-home/change-request-image-uploads/858/original/screenshot-intercom-mobile-3-1544722116.png?1544722116",https://static.intercomassets.com/developer-home/change-request-image-uploads/852/original/Logo-Color-Shade_512x512-1544720703.jpg?1544720703,https://www.youtube.com/embed/11OpBq51XjI?rel=0&hd=1&autoplay=0,"Automation, Conversation management","Let your Shopify customers initiate a return right from your Intercom widget. Save time and retain more revenue!RESPONSIVE, GLOBAL SUPPORT TEAMWorld-class support team based in the USA, Canada, and Europe.TRUSTWORTHYTrusted by the fastest growing Shopify stores to deliver a seamless returns-experience to their customers. In e-commerce since 2006.OUR MISSIONWe at Rich Commerce strive to bring enterprise grade automation to e-commerce merchants of all sizes. By 2025 we will help 1.000.000 e-commerce merchants to make more money with their existing stores through more efficiency in their processes. With Rich Returns we dramatically lower your time and cost for handling returns while delivering an exceptional returns center experience for your customers. Our returns management portal & RMA software works like magic. Offer your customers an exceptional post-purchase experience.FEATURESworks worldwide (not US only)Create Pre-Paid return labels for your customersConnect with 50+ carriers around the world, including USPS, FedEx, UPS, DHL, Canada Post, Deutsche Post, Purolator, Asendia, Australia Post, Hermes, Sendle, and more (through Shippo)beautiful return portal for your customers (looks great on mobile as well)fully customize the portal to match your branddashboard to manage all your returnsanalytics dashboardexclude products or categoriescustomizable email notificationscustom return-reasonscustom return period for returnsauto-accept return-requestsrestocking-feesshipping-label fees...and more advanced return settingsusing Intercom? Put Rich Returns right into your Intercom-widgetGDPR compliant (see below for details - we are privacy freaks)GDPRWe have been dealing with GDPR even before GDPR was a thing and are more than committed to take data privacy serious. If you require a signed DPA just send us a message and we'll set you up. We are located in Munich (Germany). All our customer's data is hosted in the EU. We select and screen each and every technology partner we use in great detail.ENTERPRISE PLANSEnterprise plans are available. Please see our pricing page for more details.ABOUTOur team has been in e-commerce since 2006. We went from cutting-edge academic research in e-commerce and mobile-commerce to building massive multichannel online-stores. Since then we are focused on bringing the best tools that helped us scale our business to merchants worldwide. Cheers to a bright future together in the e-commerce space!WE GOT YOU COVEREDRich Returns is a great native replacement for AfterShip Returns Center, Clicksit Return Center, Returnly Returns Manager, Return Magic, Returns Management System, Bold Returns, Automated RMAs and Returns, Exchange it.",Return management for Shopify inside Intercom,Built by Rich Commerce,Trial for free,,https://www.richcommerce.co/wp-content/uploads/2018/11/Terms-Conditions.pdf,https://www.richcommerce.co/wp-content/uploads/2018/11/Privacy-Policy.pdf,https://www.intercom.com/app-store/?app_package_code=returns&category=automation
2022-01-08,08:21:51 PM,Alore CRM,"https://static.intercomassets.com/developer-home/change-request-image-uploads/473/original/conversation_on_timeline-1538130302.png?1538130302, https://static.intercomassets.com/developer-home/change-request-image-uploads/474/original/full_conversation-1538130388.png?1538130388",https://static.intercomassets.com/developer-home/change-request-image-uploads/477/original/Plash_Logo_White512X512-1538148952.png?1538148952,,"Automation, CRM","Alore CRM is your Sales Machine that will create ongoing, predictable revenue for your company from Day 1.Alore CRM offers everything needed to run a sales team at scale - from finding business email addresses to running automated drip campaigns to monitoring the performance of sales teams. It’s the only sales tool that your business will ever need.To get advice and answers from the Alore Team please visit http://support.alore.io/ or email to support@alore.io",The AI-powered CRM,Built by Plash Digital Media Pvt. Ltd.,Trial for free,,https://alore.io/terms-of-service,https://alore.io/privay-policy,https://www.intercom.com/app-store/?app_package_code=alore-crm-ctmv&category=automation
2022-01-08,08:21:52 PM,Integromat,"https://static.intercomassets.com/developer-home/change-request-image-uploads/6809/original/Intercom-Integromat-platform-1625737902.png?1625737902, https://static.intercomassets.com/developer-home/change-request-image-uploads/6810/original/Intercom-Connect_to_any_online_service-1625737908.png?1625737908, https://static.intercomassets.com/developer-home/change-request-image-uploads/6811/original/Intercom-Intuitive_visual_builder-1625737913.png?1625737913, https://static.intercomassets.com/developer-home/change-request-image-uploads/6813/original/Itercom-Multi-step_integrations-1625737931.png?1625737931, https://static.intercomassets.com/developer-home/change-request-image-uploads/6814/original/Intercom-Pre-made_integration_templates-1625737935.png?1625737935",https://static.intercomassets.com/developer-home/change-request-image-uploads/6807/original/App_icon-1625737751.png?1625737751,,Automation,"Integromat empowers you to build powerful workflow automations with hundreds of other apps to share data between them and optimize your business processes. And, you can do all this with the help of an intuitive visual builder and without any need for coding. Can’t find your app? Don’t worry! Integromat also offers generic modules that connect to any REST API, allowing you to make nearly any integration possible. With the help of Integromat, you can also experience customer relationship automation from start to finish, and use Integromat modules to:Watch for new companies, users, tags, leads, or conversationsManage your conversations automaticallySearch through your Intercom resources Include as many steps or apps as you need in one automation flow, and you’ll never feel limited. Integromat also has a number of automation templates for popular integrations that make getting started a breeze:Add Intercom users from Google SheetsRetrieve messages instantly from Intercom, and send notifications on SlackQualify leads from Intercom based on Clearbit metricsCreate Pipedrive deals for new Intercom usersAdd new Intercom users to HubSpot as new contacts",Connect Intercom to 850+ apps and optimize your workflows,Built by Integromat s.r.o.,Some features free,,https://support.integromat.com/hc/en-us/articles/360008931020?utm_medium=partner&utm_source=intercom&utm_campaign=intercom-partner-program,https://support.integromat.com/hc/en-us/articles/360001988174?utm_medium=partner&utm_source=intercom&utm_campaign=intercom-partner-program,https://www.intercom.com/app-store/?app_package_code=integromat-2-6xjv&category=automation
2022-01-08,08:21:53 PM,Foundkit AI Assistant,"https://static.intercomassets.com/developer-home/change-request-image-uploads/6963/original/Frame_60-1627734791.png?1627734791, https://static.intercomassets.com/developer-home/change-request-image-uploads/7095/original/Frame_61-1629542023.png?1629542023, https://static.intercomassets.com/developer-home/change-request-image-uploads/7097/original/Frame_62-1629542114.png?1629542114",https://static.intercomassets.com/developer-home/change-request-image-uploads/6962/original/Frame_5-1627734636.png?1627734636,,"Automation, Conversation management","Tired of spending hours of your time answering the same questions from your customers over and over again? Our AI writing assistant will help you to:➔ Respond to customers twice as fast.➔ Have a consistent tone of voice.➔ Stop wasting your time constantly updating canned responses.Foundkit AI learns your business details and your brand's tone of voice from previous chats with customers. When the new message comes in, Foundkit analyzes the context of a dialogue, compares it to previous conversations and provides you with a suitable response draft. Simply copy & paste for an instant suggestion or update the message how you see fit.100% FREE TILL DECEMBER '21",Automatic response drafts for repetitive customer messages.,Built by Foundkit,Trial for free,,https://foundkit.com/terms,https://foundkit.com/privacy,https://www.intercom.com/app-store/?app_package_code=test_canvas_intercom&category=automation
2022-01-08,08:21:55 PM,Hevo,https://static.intercomassets.com/developer-home/change-request-image-uploads/5000/original/Screenshot_8-1602071579.png?1602071579,https://static.intercomassets.com/developer-home/change-request-image-uploads/4511/original/Logo_512x512_%2810m%29-1594280596.png?1594280596,,"Automation, Data & Enrichment","Looking to get your Intercom data to your database or data warehouse in real time? Simple configurations, extensive data transformation options, and near real-time replication of your data to the data warehouse or database of your choice. Hevo’s No Code Pipelines offer all this and much more! Configure your Intercom Support Source within minutes and replicate your data safely and conveniently to a destination system in near real-time using Hevo’s No Code Pipelines. Hevo is analyst friendly. Our  Models and Workflows make it very easy to prepare the data for deriving actionable business insights without needing specialized technical know-how.  Hevo currently offers over 50 integrations with databases, e-commerce sites, analytics apps, and cloud applications such as Intercom. Sign up for a Free Trial and try out what Hevo can do for you!",Analyse Intercom Support data in your data warehouse,Built by Hevo Data Inc.,Trial for free,,https://hevodata.com/terms/,https://hevodata.com/privacy/,https://www.intercom.com/app-store/?app_package_code=hevo-test-qdz8&category=automation
2022-01-08,08:21:56 PM,Pluga,"https://static.intercomassets.com/developer-home/change-request-image-uploads/708/original/Intercom-01-1542383604.png?1542383604, https://static.intercomassets.com/developer-home/change-request-image-uploads/709/original/Intercom-002-1542383611.png?1542383611, https://static.intercomassets.com/developer-home/change-request-image-uploads/710/original/Intercom-003-1542383639.png?1542383639, https://static.intercomassets.com/developer-home/change-request-image-uploads/711/original/Intercom-004-1542383642.png?1542383642, https://static.intercomassets.com/developer-home/change-request-image-uploads/712/original/Intercom-005-1542383645.png?1542383645, https://static.intercomassets.com/developer-home/change-request-image-uploads/713/original/Intercom-006-1542383648.png?1542383648",https://static.intercomassets.com/developer-home/change-request-image-uploads/576/original/logo-pluga-512_%281%29-1540312714.png?1540312714,,"Automation, Data & Enrichment","Pluga lets you do amazing integrations without writing a single line of code. We connect the tools that you use in your business helping you to save time (and money) in daily routines.At Pluga you can create integrations like:When a payment approved at PayPal, create or update a user at IntercomTag Intercom users when they fill out a Google Forms or TypeformAdd a new row at Google Sheets for each new user created at IntercomSubscribe new Intercom users to RD Station platformVisit Pluga.co to explore all the integrations. If you have any question, you can write to suporte@pluga.co. We would love to help you. ;)",Easy automation for every busy person,Built by Pluga,Trial for free,"Appy Pie Connect, Tray Platform, Workato, Hull",https://s3-sa-east-1.amazonaws.com/pluga.co/documentos/termo_de_uso_pluga.pdf,https://s3-sa-east-1.amazonaws.com/pluga.co/documentos/politica_de_privacidade.pdf,https://www.intercom.com/app-store/?app_package_code=pluga&category=automation
2022-01-08,08:21:58 PM,Assembled,"https://static.intercomassets.com/developer-home/change-request-image-uploads/3592/original/Our_real-time_reporting_tracks_how_actual_team_performance_and_activity_compares_to_your_original_plan._%281%29-1583210748.png?1583210748, https://static.intercomassets.com/developer-home/change-request-image-uploads/3593/original/Our_real-time_reporting_tracks_how_actual_team_performance_and_activity_compares_to_your_original_plan._%282%29-1583210763.png?1583210763, https://static.intercomassets.com/developer-home/change-request-image-uploads/3678/original/Our_real-time_reporting_tracks_how_actual_team_performance_and_activity_compares_to_your_original_plan._%284%29-1584659205.png?1584659205, https://static.intercomassets.com/developer-home/change-request-image-uploads/6783/original/Our_real-time_reporting_tracks_how_actual_team_performance_and_activity_compares_to_your_original_plan.-1583210490-1625623152.png?1625623152",https://static.intercomassets.com/developer-home/change-request-image-uploads/3495/original/logomark-multicolor-on-black_1_%281%29-1581534665.png?1581534665,,"Automation, Scheduling","Modern support teams scale smoothly when they're equipped with great support operation tools. Assembled helps support teams on Intercom get smarter about how they staff & scale their support with out-of-the-box scheduling, forecasting, and real-time management dashboards. Assembled analyzes Intercom conversation data & predicts headcount requirements so leaders can be more strategic about managing their teams.The Assembled platform includes:Intuitive schedulingWith Assembled, teams no longer need to battle with manual spreadsheets in order to schedule agents. Instead they can use a centralized, purpose-built scheduling platform that manages everything from schedule generation to time-off requests.Real-time managementLive dashboards help teams track coverage, productivity, adherence, and team KPIs in a single place giving clear visibility into support operations.Holistic agent productivity reportingGet a deep, time-normalized look into each agent's performance & actionable insights to improve team effectiveness.Robust forecasting (beta)Out of the box, Assembled provides teams with powerful forecasting reports, making it easy to measure how accurate past forecasts are & plan for future changes with a high level of confidence.Support Ops is crucial for delivering quality support, which is why Assembled is trusted by brands like Notion, Hover, Step, and Intercom themselves (read how hundreds of brands leverage Assembled here)!Want to see your data in action?Drop us a line or chat with us (via intercom) at www.assembledhq.com!",Workforce management for fast-growing support teams,Built by Assembled,Paid app,,https://www.assembled.com/terms-of-service,https://www.assembled.com/privacy-policy,https://www.intercom.com/app-store/?app_package_code=assembled&category=automation
2022-01-08,08:22:00 PM,PactSafe Chat-to-Sign,"https://static.intercomassets.com/developer-home/change-request-image-uploads/426/original/IntercomStore-1-Generate-1537382640.png?1537382640, https://static.intercomassets.com/developer-home/change-request-image-uploads/427/original/IntercomStore-2-Finalize-1537382646.png?1537382646, https://static.intercomassets.com/developer-home/change-request-image-uploads/428/original/IntercomStore-3-Sending-1537382649.png?1537382649, https://static.intercomassets.com/developer-home/change-request-image-uploads/429/original/IntercomStore-4-Acceptance-1537382652.png?1537382652",https://static.intercomassets.com/developer-home/change-request-image-uploads/146/original/PactSafeLogoIntercom-1533182217.PNG?1533182217,,"Automation, Lead capture","Contracts don't have to work outside your website or app. Have a prospect ready to sign? Having agreat conversation with a customer who wants to buy more? With PactSafe's Chat-to-Sign Messenger App, you can get a contract accepted without leaving the conversation.Once a contract is accepted, PactSafe connects your contracts to Salesforce, Slack, Zapier, and any other tool in real-time. Use contract data to fulfill an order, update a Salesforce record, or send a Slack message to #sales that a deal just closed.Companies rely on PactSafe to make contracts a seamless and high-velocity part of their business.",Prepare contracts and get acceptance within any Intercom conversation,Built by PactSafe,Paid app,,https://on.pactsafe.com/#terms-of-service,https://on.pactsafe.com/#privacy-policy,https://www.intercom.com/app-store/?app_package_code=messenger-app&category=automation
2022-01-08,08:22:01 PM,CustomerSuccessBox,"https://static.intercomassets.com/developer-home/change-request-image-uploads/1638/original/CustomerSuccessBox___Account_360_V3-1556068522.png?1556068522, https://static.intercomassets.com/developer-home/change-request-image-uploads/1639/original/CustomerSuccessBox___Alerts_and_Tasks_V2-1556068529.png?1556068529, https://static.intercomassets.com/developer-home/change-request-image-uploads/1640/original/CustomerSuccessBox___Define_Service_Health_V2-1556068537.png?1556068537, https://static.intercomassets.com/developer-home/change-request-image-uploads/1641/original/CustomerSuccessBox___Support_Conversations_V2-1556068542.png?1556068542",https://static.intercomassets.com/developer-home/change-request-image-uploads/1608/original/Logo512_512-1555584353.png?1555584353,,"Analytics, Automation","CustomerSuccessBox is Outcome Driven Customer Success software for B2B SaaS , which helps maximize retention, drive product adoption and grow revenue for your B2B SaaS.SaaS businesses have 80-95% of the LTV locked as potential recurring revenue. BUT they don't know who will Renew, Buy-more or is at At Risk. ;CustomerSuccessBox helps you solve for this to drive 130% MRR retentionTrack intercom conversations in CustomerSuccessBox to:View conversations associated with Accounts to build a 360 viewView Service metrics based on Intercom conversationsConfigure Service health for accountsConfigure alerts based on service metrics tracked from Intercom conversationsSegment accounts based on service metrics tracked from Intercom conversationsIntegrating Intercom with CustomerSuccessBox also provides an option to:Import events from Intercom daily",Track Intercom conversations and associated metrics,Built by CustomerSuccessBox,Trial for free,,https://customersuccessbox.com/terms-of-service/,https://customersuccessbox.com/privacy-policy/,https://www.intercom.com/app-store/?app_package_code=customersuccessbox-sk90&category=automation
2022-01-08,08:22:02 PM,Foqal,"https://static.intercomassets.com/developer-home/change-request-image-uploads/6383/original/banner-chat-from-slack-1620762496.png?1620762496, https://static.intercomassets.com/developer-home/change-request-image-uploads/6385/original/banner-slack-through-intercom-1620762821.png?1620762821, https://static.intercomassets.com/developer-home/change-request-image-uploads/6386/original/banner-centralize-requests-1620765160.png?1620765160",https://static.intercomassets.com/developer-home/change-request-image-uploads/5467/original/logo-512-1608768895.png?1608768895,,"Automation, Conversation management","Foqal integrates your Intercom with Slack to allow you to chat with your customers, view customer data, assign conversations, and get enhanced reports and metrics. You are busy and don't have time to switch between intercom and your other job. With Foqal Agent's integration with Intercom, you can communicate with customers, manage assignments, and get the features of both Intercom and Agent from the comfort of your own Slack. When a new customer question comes in, Agent will notify you in Slack and allow you to respond directly from Slack. Have a team? Agent supports assignments, SLA's, tagging, and many other features you need to get your job done more easily!Best of all - your customers wont know the difference. Whether they are contacting you via web chat, email, or any channels supported by Intercom, they will interact the same way they do today.To get help or have any of your questions answered, email us at love@foqal.io. or chat with us on foqal.io!",Add Intercom to Slack and chat with customers without leaving Slack,Built by Foqal,Paid app,,https://www.foqal.io/policies/terms-of-service?utm_source=intercom-store&utm_medium=app-store&utm_campaign=intercom,https://www.foqal.io/policies/privacy-policy?utm_source=intercom-store&utm_medium=app-store&utm_campaign=intercom,https://www.intercom.com/app-store/?app_package_code=foqal&category=automation
2022-01-08,08:22:04 PM,Calixa,"https://static.intercomassets.com/developer-home/change-request-image-uploads/5756/original/Intercom1-1613007840.png?1613007840, https://static.intercomassets.com/developer-home/change-request-image-uploads/5757/original/Intercom2-1613007844.png?1613007844, https://static.intercomassets.com/developer-home/change-request-image-uploads/5758/original/Intercom3-1613007848.png?1613007848, https://static.intercomassets.com/developer-home/change-request-image-uploads/5759/original/Intercom4-1613008189.png?1613008189",https://static.intercomassets.com/developer-home/change-request-image-uploads/4315/original/512-512_-_Pink_Box-1591889767.png?1591889767,,"Automation, CRM","Calixa is the single tool you need to get complete customer context. No more jumping around browser tabs, pulling ad hoc reports, or poking an engineer for help. Calixa pulls together all the customer data you have into an easy to use interface. You'll always have a real time view of your customers.Calixa connects to the 3rd party SaaS apps you use (eg Intercom, Stripe, Segment, Salesforce, etc) so that you can see everything about your customers and take action in one place. Even better, there's no engineering required. Just link your accounts and Calixa takes care of the rest.By connecting your Intercom account with Calixa, you are able to see your Intercom chats next to all your other customer data. Calixa shows you all support tickets, payments, emails, errors, lifecycle events, and more, all in one place. Instantly get full customer context so that you can intelligently respond to your customer.",The Customer Ops Platform for SaaS Companies,Built by Calixa,Free,,https://www.calixa.io/tos,https://www.calixa.io/privacy-policy,https://www.intercom.com/app-store/?app_package_code=calixa&category=automation
2022-01-08,08:22:05 PM,Meya,"https://static.intercomassets.com/developer-home/change-request-image-uploads/124/original/3885862-Screen_Shot_2017-01-16_at_11.28.24_PM-1533058610.png?1533058610, https://static.intercomassets.com/developer-home/change-request-image-uploads/125/original/Screen_Shot_2018-07-31_at_1.24.33_PM-1533058728.png?1533058728, https://static.intercomassets.com/developer-home/change-request-image-uploads/126/original/Screen_Shot_2018-07-31_at_1.23.37_PM-1533058740.png?1533058740, https://static.intercomassets.com/developer-home/change-request-image-uploads/127/original/Screen_Shot_2018-07-31_at_1.24.59_PM-1533059110.png?1533059110",https://static.intercomassets.com/developer-home/change-request-image-uploads/122/original/Meya_Logo-1533057327.png?1533057327,,"Automation, Conversation management, Lead capture","Add a bot to your Intercom team that can answer common questions, automate tasks, and triage conversations to the appropriate teammate or team. Use natural language understanding models trained on FAQ or knowledge base content uploaded to Meya.ai.The bot will pause itself when the conversation is assigned to a teammate (so it won't interrupt), and can become active again if a human agent assigns the conversation back to the bot.Spare your agents from having to respond to the same repetitive questions, and please your customers with rapid, accurate responses.For support email support@meya.ai","Answer FAQs, automate tasks, and assign conversations to teammates.",Built by Meya,Trial for free,"Tonkean, Zoho PageSense, Myra for Intercom, Pluga",https://www.meya.ai/terms-and-conditions,https://www.meya.ai/privacy,https://www.intercom.com/app-store/?app_package_code=meya&category=automation
