date,time,name,images,logo,category,details,rating_count,rating,tagline,priceline,developer,timeline,info,version,contact,website,url 
2022-01-09,10:01:04 AM,Cronofy,,https://261155.apps.zdusercontent.com/261155/assets/1613483737-d7b7f8976739bfd25b61ac953ec92e90/logo.png?w=256&q=75,support,"Cronofy helps you schedule support and success calls from within Zendesk.

Insert personalized, one-time use booking links directly into your ticket responses.
One-time use means you're not sharing your calendar all the time.
Full conferencing support with Zoom, Teams, 8x8 and more.

The Cronofy Zendesk app automatically embeds all of the contact details for the customer in to the booking link. It gives your agents control over working hours, buffer times, which conferencing service to use and many more options. Meaning it just requires two clicks for the agent and two clicks for the customer to book a call.
Streamline your support operations whilst giving your customers a better support experience. Allow them to book in for calls as and when you need them to, at times that work for both of you.",,,Embedded scheduling for Zendesk,Free,Cronofy,Embedded scheduling for Zendesk,Ticketing System,1.1,mailto:support@cronofy.com,https://www.cronofy.com/,https://www.zendesk.com/apps/support/261155/cronofy/
2022-01-09,10:01:05 AM,Article Translation by Language IO,,https://231326.apps.zdusercontent.com/231326/assets/1598652353-c9f1a8f5cf3dff785635563e7bc4bed3/logo.png?w=256&q=75,support,"Language I/O Guide Translation for Articles
The Language I/O plugins enable support agents to communicate with customers in up to 150 languages across all e-support channels. The Language I/O plugin for Zendesk Guide automates the professional human (or machine) translation of your knowledge base articles, incorporating translation memory, glossaries and automatic link rewriting. Contact us today for a free demo and check out these top features:

Personalized translation: You tell us what you want in your glossary so your industry and company specific terms are translated correctly every time. You decide what is most important in your multilingual customer support journey—cost, quality, or turnaround time
Save on support costs: 82 percent of customers choose to read support articles before turning to other more expensive forms of customer support. If you want to save on support costs, give customers the answers that they’re looking for in their language
Automation of the article translation process with the click of a button
Automatic link localization
Real time status updates on your translation projects
Precise searches of Zendesk guides for faster translation 
Use translation memory so that when you submit new translations, we reuse previously translated content to keep costs down and improve quality and consistency",,,"Translation for Articles: high-quality, machine, or human, easy-to-use",Free,,"Translation for Articles: high-quality, machine, or human, easy-to-use",Ticketing System,,mailto:sales@languageio.com,https://languageio.com/,https://www.zendesk.com/apps/support/231326/article-translation-by-language-io/
2022-01-09,10:01:07 AM,Knowledge Share,,https://215286.apps.zdusercontent.com/215286/assets/1568017117-0c1ba9363f8f0f06ecf55724ee867079/logo.png?w=256&q=75,support,"The Knowledge Share app enables your agents to search and link public articles from an external Help Center. Your agent can leverage the knowledge of your business partner or vendor who is also using Zendesk without leaving the ticket. The app supports all public available articles in the external Help Center.
Key Features

Search all public available articles in an external Help Center from your business partner or vendor without leaving the ticket
Insert links to relevant Help Center articles in ticket comments based on knowledge in an external Help Center

Use Case
With more than 150.000 businesses worldwide using Zendesk the chance is very big your business partner or vendor is also using Zendesk. Building a knowledge base with all knowledge of your business partner could be very time consuming and maintaning it is even more worse. With the Knowledge Share app your agent directly searches in the knowledge from for an example Zendesk itself. It also can be very helpful for organisations who are using Zendesk Support on multiple instances and need access to the knowledge on another instance.
Examples of popular external knowledge bases

Zendesk: support.zendesk.com
Slack: slack.zendesk.com
Squarespace: squarespace.zendesk.com
Vimeo: vimeo.zendesk.com

Note only publicly available articles are available in the Knowledge Share app.
The first week is on us! After installing your free 7 days trial will start so you can tryout this application without any worries.

Are you looking for ways to further optimise your Zendesk account? We are a Premier Solution Provider of Zendesk and we help organisations like yours with the implementation of Zendesk and we build (custom) Zendesk Apps and integrations. Get in touch with us.",1,5,Search and link public articles in your tickets from an external Help Center,"Free 7-day trial, then $2.50 per agent, per month",Pluscloud,Search and link public articles in your tickets from an external Help Center,Ticketing System,1.0,mailto:help@pluscloud.nl,https://help.pluscloud.nl/,https://www.zendesk.com/apps/support/215286/knowledge-share/
2022-01-09,10:01:08 AM,CSAT.AI for Zendesk Chat,"https://static.csat.ai/csat-ai-on-zendesk-demo.gif, https://static.csat.ai/csat-ai-overview.jpg",https://230242.apps.zdusercontent.com/230242/assets/1637002191-bfa910ec1a6bf5652e82798e380c8c88/chat/logo.png?w=256&q=75,chat,"CSAT.AI automates QA, analyzing 100% of text, email and chat interactions if the customer’s questions were answered with empathy.
In-the-moment analysis prevents bad customer experience and turns every customer interaction to WOW! service. 
CSAT.AI automates QA, analyzing 100% of text, email and chat interactions. Without spreadsheets or manual entry, managers have comprehensive data to guide decisions - no matter if your agents are at their home or your office.
CSAT.AI helps you protect your company and your people. Did a customer just threaten to sue you or abuse your agent? Now you know with real time push notifications.

Our algorithms are trained on what we know, Customer Service. We take care of a significant amount scoring right from the get-go! The rest we learn along the way – gradually incorporating your company specifics into our algorithms to improve accuracy.
CSAT.AI Scores Better Customer Service with Gamified Guidance!",2,5,"Train agents, review interactions and dig deep into your CX!",Free,Navedas,"Train agents, review interactions and dig deep into your CX!",Live Chat and Messaging,2.2.0,mailto:support@csat.ai,https://www.csat.ai/,https://www.zendesk.com/apps/chat/230242/csatai-for-zendesk-chat/
2022-01-09,10:01:10 AM,Quickie PLUS,,https://170176.apps.zdusercontent.com/170176/assets/1588633728-395d7952d27b60d48daa4afcab590f83/logo.png?w=256&q=75,support,"Quickie is a handy top bar menu that gives you quick and convenient access to all views, from anywhere within Zendesk. It can dramatically improve the efficiency of your agents when accessing views.
Key features

Fast access to all views from anywhere within Zendesk.
Easily organize views in a tree-like folder hierarchy.
Display personal views together with other views or separately.
Keyword search helps agents find views instantly.
New! Quickie now allows you to bookmark tickets. Jump to specific tickets quicker than ever.
Displays the special 'Suspended' and 'Deleted' views, based on agent permissions.
Optionally open views in our Lovely Views app.

Quickie will make your agents efficient and happy. It gives them the fastest means of accessing ticket views. 
With Quickie, agents can browse and search all your ticket views in a categorized list from anywhere within Zendesk. 
Quickie's search is instant and powerful, which makes finding the view you want amongst possibly hundreds of views is quick and painless. 
Personal views can be organized together with other views or placed in a separate folder. This personal views folder can be renamed and set to display at the top or bottom of the list. 
Quickie now allows you to bookmark tickets. Tickets bookmarked in Quickie can quickly and conveniently be accessed from anywhere in Zendesk, just like views.
Quickie also integrates with our popular Lovely Views app. With both apps installed, you can easily configure Quickie to open views in Lovely Views instead of the regular views interface.
Read more at Quickie's home page.
Please refer to the user guide for how to use Quickie.
Quickie is brought to you by Lovestock & Leaf.
www.lovestockleaf.com
Looking for a good deal on large agent numbers?
Don't want to use credit card for payment?
Want to pay annually instead of monthly, by credit card or bank transfer?
Need advice on how to implement this app into your Zendesk workflow?
Or any other enquiry, feel free to contact us at apps@lovestockleaf.com",62,5,"Organize your ticket views, bookmark tickets and access them fast","Free 14-day trial, then $0.50 per agent, per month",,"Organize your ticket views, bookmark tickets and access them fast",Ticketing System,3.0.18,mailto:apps@lovestockleaf.com,http://www.lovestockleaf.com/zendesk/zendesk-apps/quickie.html,https://www.zendesk.com/apps/support/170176/quickie-plus/
2022-01-09,10:01:12 AM,Zoom Phone by Faye,,https://569466.apps.zdusercontent.com/569466/assets/1634247270-3ec84a2827a6aaa313a056b6225585f8/logo.png?w=256&q=75,support,"Available to all customers on a Zendesk Suite plan or Customers with Support + Talk Partner Edition - Learn more at https://www.zendesk.com/pricing 
Zoom Phone is a modern business cloud phone system built on Zoom. Zoom Phone provides:

A full-featured cloud phone system built on Zoom’s intuitive platform.
Inbound and outbound calling through the public switched telephone network (PSTN), allowing users to migrate from legacy services.
Local PSTN service is available in 45+ countries, and expanded coverage is available through a bring-your-own carrier offering.

With the Zoom Phone app, you can seamlessly access the power of Zoom’s platform from within Zendesk. 

Be more productive: Effortlessly make and receive Zoom Phone calls in the Agent Workspace, using tickets to keep track of it all.
Solve issues faster: Get customer context that is automatically surfaced from Zendesk’s user data.
Learn and analyze: Call information, recordings, and transcripts are captured to tickets.",1,2,Receive and place Zoom Phone calls seamlessly within Zendesk,Free,Faye Digital,Receive and place Zoom Phone calls seamlessly within Zendesk,Ticketing System,1.0,mailto:support@fayedigital.com,https://fayedigital.com/,https://www.zendesk.com/apps/support/569466/zoom-phone-by-faye/
2022-01-09,10:01:13 AM,Billbeedaten,,https://250036.apps.zdusercontent.com/250036/assets/1618744077-7a6d11be28801b746ee80528b334e585/logo.png?w=256&q=75,support,"Providing custom solutions for data integration and combination of systems is my mission.
The Billbeedata App helps you getting things sorted out more quickly, when using Billbee as your multichannel seller solution.
By using the official Billbee API, all informations comes directly from the primary source of your order information.
Benefits

Direct access to customer summary by using the e-mail-address of a customer
Overview over orders and orderdetails
Display of order positions
Display of order history
List of payments
List of shipments with direct tracking links of shipments made in Billbee
Direct editable addresses, comments and orderstates
Transfer of Billbee placeholder data to euqal named custom ticketfields and for usage in macros
Search of customers for creation of new tickets

Using the data from Billbee let you keep track of complaints, returns und other order related issues without changing the browser tab and searching independently each time.
Every information is automatically found and shown, right where you work.
Free trial
Just try it out and sign up for a free trial.",,,Shows Billbee customer and orderdata in your helpdesk.,"Free 30-day trial, then $25.00 per agent, per month",Aljoscha Knaust,Shows Billbee customer and orderdata in your helpdesk.,Ticketing System,1.2,mailto:business@aljoschak.de,https://www.aljoschak.de/,https://www.zendesk.com/apps/support/250036/billbeedaten/
2022-01-09,10:01:15 AM,Darty Connector,,https://296124.apps.zdusercontent.com/296124/assets/1609235159-c24e420f98e168cf48ccd2ec94fd5d1e/logo.png?w=256&q=75,support,"Darty connector will allow your agents to quickly get a better insight in relevant order data from Darty Marketplace, boosting your support team's performance and customer satisfaction.
Key Features:

Autosearch by order ID from a ticket field.
Advanced Search of orders by multiple parameters.
List orders matching given criteria.
Display order information and products details.

Volvox helps you keep Zendesk beautifully simple while tailoring it to your own needs. As simple as that!
You can also check the details on our website and if you have any questions please contact us.",,,Connect your Zendesk with Darty,"$2.00 per agent, per month",,Connect your Zendesk with Darty,Ticketing System,1.0.1,mailto:contact@volvox.rs,https://www.volvox.rs/en/,https://www.zendesk.com/apps/support/296124/darty-connector/
2022-01-09,10:01:16 AM,parcelLab,,https://228548.apps.zdusercontent.com/228548/assets/1596642633-cc9644eacc2af54fe2380769e117f29d/logo.png?w=256&q=75,support,"parcelLab enables perfect communication between shops and customers during shipment. With parcelLab you guide your customers through the entire shipping process. Communicate shipping problems at an early stage and turn one-time buyers into loyal customers. Shipping is more than delivery. The shipping process is the most emotional part of the customer journey. For the best shopping experience, you care for your customer from checkout to delivery via every communication channel.
Delight your customers with a custom track & trace page, tailored shipping information and hand-picked offers directly in your shop. Turn one-time shoppers into loyal customers and monetize valuable traffic rather than entrusting it to UPS, FedEx & co.
If you would like to find out more about how parcelLab can benefit your business, please find out more: here
The parcelLab Zendesk app gives parcelLab customers the ability to:

easily get the most up-to-date delivery status of your customers' orders, by seamlessly integrating with parcelLab's powerful API
directly access in-depth order information, via a direct link to the corresponding parcelLab portal tracking page
automatically fetch the order status directly based on a user-configured Zendesk ticket field (optionally) or via an easy-to-use input form.

If you'd like to find out more about the parcelLab Zendesk app, please feel free and also have a look at the designated how.parcellab.works page.",,,Check parcelLab order status based on your customers' order numbers,Free,parcelLab,Check parcelLab order status based on your customers' order numbers,Ticketing System,1.1.0,mailto:support@parcellab.com,https://parcellab.com/,https://www.zendesk.com/apps/support/228548/parcellab/
2022-01-09,10:01:19 AM,Lingotek Inside Zendesk,,https://d1eipm3vz40hy0.cloudfront.net/images/p-apps-marketplace/apps/89324/logo.png?w=256&q=75,support,"Lingotek Inside Zendesk is a Chrome Browser extension that brings the power of Lingotek’s Translation Network to your Zendesk Knowledge Base. Now you can professionally translate your Zendesk categories, sections, and articles with the click of a button.
The Lingotek integration has the flexibility to request translation on an single piece of content or request translations for hundreds of categories, sections, and articles in bulk. Once again, Lingotek takes the sophistication of professional translation and offers it in a simple to use interface without ever leaving Zendesk.
How it Works
To get started, add the Lingotek Translation Inside Zendesk extension to your browser. 
Once the extension is enabled and configured, a list of all of your translatable content will display, with the option to send items up for translation. As translations are completed within Lingotek, each translation is added to Zendesk automatically.",,,Translate your knowledge base from within Zendesk,Free,Lingotek,Translate your knowledge base from within Zendesk,Ticketing System,,mailto:support@lingotek.com,,https://www.zendesk.com/apps/support/89324/lingotek-inside-zendesk/
2022-01-09,10:01:20 AM,Salesforce,,https://10.apps.zdusercontent.com/10/assets/1623737534-f1aa27b6473b5c133f7d85c6020e84b0/logo.png?w=256&q=75,support,"*Zendesk is a Salesforce ISV partner. We pay fees for the right to integrate the Zendesk application with the Salesforce services and create custom functionality linking the Zendesk application and Salesforce platforms. *
Deliver a holistic view of your customers for your Sales and Support teams with a dynamic two-way integration between Zendesk Support ticket data and Salesforce CRM customer data.
Improve customer satisfaction with better conversations

Pull in any CRM data, including custom objects, so your Support team can see a full Salesforce customer profile next to a live ticket in Zendesk Support.

Sync your Sales and Support teams for faster resolutions

Easily collaborate to resolve customer issues faster with access to complete Zendesk Support tickets, including custom field data, in a custom Zendesk Support panel within Salesforce.
Stay up-to-date with the ability to view, create, and update tickets in Salesforce.
Manage your customer records database in Salesforce but access it from either Zendesk Support or Salesforce with real-time sync of Salesforce Accounts, Contacts, and Leads with Zendesk Support organizations and users.

Increase the effectiveness of your teams and business

View reports in Salesforce that analyze your Zendesk Support ticket data based on different Salesforce criteria.
Track trends across all points of interactions your Sales and Support teams have with customers.

By enabling this app, you agree to the Built by Zendesk Terms of Use and the following data usage policy:
Data usage disclosure
In the provision of this Application (a) your Customer Data (as defined in Your agreement with Salesforce) will be transmitted or processed outside of the Salesforce systems and to that extent Salesforce is not responsible for the privacy, security or integrity of that Customer Data; and (b) data transmitted or processed by the Application outside Salesforce’s systems shall not constitute Customer Data (as defined in Your Agreement with Salesforce).",1495,3,Salesforce app for new Zendesk Support,Free,,Salesforce app for new Zendesk Support,Ticketing System,2.2.21,mailto:support@zendesk.com,https://www.zendesk.com/,https://www.zendesk.com/apps/support/10/salesforce/
2022-01-09,10:01:22 AM,Grouparoo,,https://577390.apps.zdusercontent.com/577390/assets/1634341130-5373848c4524bcb8e1658e48e7e2e83d/logo.png?w=256&q=75,support,"Grouparoo is a data tool that makes it easy to power your business tools like Zendesk with the data from your data warehouse or product database. It keeps your Zendesk world up-to-date automatically as customers interact with your product.
Use Cases

Automatically create Users in Zendesk as new users sign up in your core product
Create dynamic Tags or User Fields in Zendesk without needing engineering help
Automatically create Lists or add Users to Lists in Zendesk
Route Users to different queues automatically based on their Tags and User Fields
Keep Tags and User Fields up-to-date automatically

When data integration is this easy, you can move faster to better serve your customers. You don’t have to worry about the technical details or even involve engineers. You already have the data, so let’s put it to use!
Grouparoo is an open source solution that you run yourself for free in your environment. We will also be happy to host it for you. Check it out and start making Zendesk smarter in minutes.",,,Grouparoo syncs your customer data from your data warehouse to Zendesk.,Free,Grouparoo,Grouparoo syncs your customer data from your data warehouse to Zendesk.,Ticketing System,,mailto:help@grouparoo.com,https://www.grouparoo.com/,https://www.zendesk.com/apps/support/577390/grouparoo/
2022-01-09,10:01:24 AM,Magento 2 Connector for Sell,"https://static.classyllama.com/zendesk/images/zendesk-magento2-sell.gif, https://static.classyllama.com/zendesk/images/zendesk-magento2-sell-orders-view.png, https://static.classyllama.com/zendesk/images/zendesk-magento2-sell-orders-detail.png, https://static.classyllama.com/zendesk/images/zendesk-magento2-sell-orders-detail-2.png, https://static.classyllama.com/zendesk/images/zendesk-magento2-sell-order-notes-tracking-info.png, https://static.classyllama.com/zendesk/images/zendesk-magento2-sell-app-settings.png",https://190391.apps.zdusercontent.com/190391/assets/1639170404-73d7857ac4af8991f2ad2dc57455502d/sell/logo.png?w=256&q=75,sell,"The Zendesk / Magento 2 integration works on all currently supported versions of Adobe Commerce and Open Source including the latest version of 2.4. 
The Zendesk Magento 2 Connector for Sell app unites your business with an integration between Zendesk Sell data and Magento e-commerce data.  
Improve customer satisfaction with better conversations

Manage all your customer interactions in one place, whether you have one Magento site or several---driving efficiencies within your Sell team.  
Get more visibility on relevant customer data from Magento, such as billing, shipping, and order info on Zendesk Sell Contact, Lead, and Company cards.  

Sync your teams for faster resolutions and higher revenue

Stay up-to-date on the account and the customer with a single view of Sales information next to critical sales statistics, customer profiles, and sales orders.

Availability and Supported Versions
The Magento 2 Connector for Sell is available at no cost to all customers on Zendesk Sell plans. This integration is supported on Magento Open Source or Commerce 2.3.x - 2.4.x  
Prerequisites

Magento Open Source 2.3-2.4  
Magento Commerce 2.3-2.4  
Zendesk Sell plan",,,Integrate your Magento 2 e-commerce data with Zendesk.,Free,Classy Llama,Integrate your Magento 2 e-commerce data with Zendesk.,Sales CRM,1.1.1,mailto:zendeskm2@classyllama.com,https://www.classyllama.com/zendesk-magento-2-integration,https://www.zendesk.com/apps/sell/190391/magento-2-connector-for-sell/
2022-01-09,10:01:26 AM,Marketplace Channels,,https://312650.apps.zdusercontent.com/312650/assets/1617828243-a5a39111586e4666d5ce32c38298412d/logo.png?w=256&q=75,support,"Our Marketplace channels brings all the communication with your customers from different online marketplaces directly to Zendesk.
Fully Omnichannel:
We offer the missing puzzle to fully centralize all the communication in the Zendesk Omnichannel solution. All the messages sent by your customers on different marketplaces will arrive directly to your Zendesk instance. This allows you to integrate them seamlessly in your support processes, apply SLAs, triggers, automations, etc. Your agents will respond directly from Zendesk and avoid using several different tools in they day to day work. This will boost your agent's performance and satisfaction and will allow you to obtain a global vision of your support activity, allowing you to further improve your support.
Supported marketplaces:
With this plan, you can simply activate up to 2 of the following marketplace channels:

BHV
Blokker
Boulanger
Campadre
Carrefour
CasaDelLibro
Conforama
Coppel
Darty
ElCorteIngles
Elkjop
Empik
Eprice
FeelUnique
FonQ
Fnac
Galeries Lafayette
GPA
Ibs
Intermarché
Kleertjes
Leclerc
LDLC
Maisons du monde
Manor
Nature et découvertes
PC Componentes
Public
Showroom prive
Tradesquare
Ubaldi
Worten
...

Please let us know if you need more than 2 marketplaces or if you'd like to see other marketplaces enabled. 
Volvox helps you keep Zendesk beautifully simple while tailoring it to your own needs. As simple as that!
You can also check the details on our website and if you have any questions please contact us.",,,Bring the conversation with your marketplace customers to Zendesk,"$5.00 per agent, per month",,Bring the conversation with your marketplace customers to Zendesk,Ticketing System,1.0.1,mailto:contact@volvox.rs,https://www.volvox.rs/,https://www.zendesk.com/apps/support/312650/marketplace-channels/
2022-01-09,10:01:27 AM,Quiq Messaging,,https://121773.apps.zdusercontent.com/121773/assets/1543270439-9972b0560b291979c71944fa84f9fd9b/logo.png?w=256&q=75,support,"Quiq makes it easy for customers to contact a company via Messaging. Customers can now engage customer service via text messaging, Kik, and Facebook Messenger for help with their pre-sales questions and post-sales support.
Seamlessly integrated into Zendesk Support, Quiq's messaging platform allows customers to send inbound messages to a company. Whether it's text/SMS messages, Kik, Facebook Messenger, or any other messaging app, the contact center can now offer and easily manage the most preferred customer channel.
Agents can easily handle multiple conversations at once, while our Adaptive Response Time coaching automatically prioritizes messages based on the customer’s engagement level and SLA requirements. Collaboration and transfer capabilities, snippets/shortcuts, and the ability to send images and videos, all combine to ensure each agent is as effective and efficient as possible. Managers are presented with a real-time and historical view of messaging conversations, including all active chats and key performance stats by agent.",14,4,Messaging for customer service,Free,Quiq,Messaging for customer service,Ticketing System,1.6,mailto:support@goquiq.com,https://www.goquiq.com/,https://www.zendesk.com/apps/support/121773/quiq-messaging/
2022-01-09,10:01:29 AM,Vonage Contact Center,,https://534585.apps.zdusercontent.com/534585/assets/1631694424-e0cb41558e647f5bad1d96228625344c/logo.png?w=256&q=75,support,"“Available to all customers on a Zendesk Suite plan or Customers with Support + Talk Partner Edition - Learn more at https://www.zendesk.com/pricing”
The integrated cloud contact center solution enables organizations to drive external and internal customer satisfaction while providing agents exactly what they need to be productive.
With Vonage Contact Center for Zendesk, agents keep vital customer data at their fingertips without needing to open another app, personalizing customer experiences and building loyalty.
Providing agents with the tools they need boosts their satisfaction and retention, safeguarding your talent pool.
In the rapidly changing world of customer service, it’s easy to stay abreast of new features with cloud-based Vonage Contact Center. Automatic upgrades ensure the latest leading edge features are always available, providing the organization with a competitive boost.

Click to dial directly from the ticket, no need for the agent to jump around the screen.
Screen pop tickets based on information found in the IVR, have the correct information in front of the agent at the start of the call.
Automatically create tickets for all calls, allowing the agent to get stuck in with the customer as soon as they are connected.
Quick create a user and ticket in one place, less clicks for the agents.
Automatically route tickets created via external sources to agents, routing the tickets created by email, facebook etc, no need for the agents to cherry pick.",,,Vonage Contact Center,Free,Vonage,Vonage Contact Center,Ticketing System,21.111,mailto:zendesk@vonage.com,https://vonage.com/,https://www.zendesk.com/apps/support/534585/vonage-contact-center/
2022-01-09,10:01:30 AM,LiveChat,,https://2120.apps.zdusercontent.com/2120/assets/1588112766-2c5d92813005ff4f979d92d073b9a442/logo.png?w=256&q=75,support,"LiveChat is a cloud-based customer service software with live support, ticketing system and web analytics capabilities -- it can be used to manage communications and interactions with your customers. Easy to operate and customize, LiveChat reduces the number of customer emails and calls, helping increase customer satisfaction and sales.
With LiveChat you can customize your chat window theme, efficiently manage chat traffic through smart routing, send automatic and personal greetings, and more.
Integrate LiveChat with Zendesk to push chat transcripts and support emails into Zendesk. That keeps all your customer insights collected together, extending your customer service capability to manage customer requests.
Find our more about the integration and sign up for a free trial at livechatinc.com.",1,4,Premium live chat that helps businesses turn website visitors into customers,Free,LiveChat,Premium live chat that helps businesses turn website visitors into customers,Ticketing System,,mailto:support@livechatinc.com,https://www.livechatinc.com/,https://www.zendesk.com/apps/support/2120/livechat/
2022-01-09,10:01:32 AM,Hero by Vivun,,https://234566.apps.zdusercontent.com/234566/assets/1579039806-acf6e8370adef3d3a4a06f131df67f85/logo.png?w=256&q=75,support,"Vivun has created the world’s first software for Presales, helping B2B technology companies build products the market wants for customers ready to buy them. Hero by Vivun unlocks the strategic potential of Presales by keeping product and sales teams aligned, improving product-market fit, accelerating deals in flight and capturing dormant sources of revenue. It provides sophisticated tools for managing presales teams, identifies features the market wants and automatically alerts salespeople when new releases bring opportunities back to life. It transforms the way businesses go to market and makes Presales their most strategic asset.
Hero by Vivun’s Zendesk app allows support agents to stay closely connected with their product management teams by:

Understanding the development status of product gaps
Capturing the needs of customers from a product capability point of view
Gaining visibility into previously recorded account and opportunity gaps in relation to the agent’s customers and users

Companies using Hero by Vivun simply grow faster than their peers. They beat their competition to product-market fit and create happy customers.",,,The nexus of product and sales,Free,"VIVUN, INC.",The nexus of product and sales,Ticketing System,1.0,mailto:contact@vivun.com,https://vivun.com/,https://www.zendesk.com/apps/support/234566/hero-by-vivun/
2022-01-09,10:01:33 AM,AfterShip,,https://194528.apps.zdusercontent.com/194528/assets/1553826494-a108d04d7b28db81ed5705ba3940c145/logo.png?w=256&q=75,support,"AfterShip and Zendesk integration helps eCommerce brands to shorten time of answering questions related to order delivery status (WISMO - where is my order), and provide the top-notch post-purchase customer experience. For sign up a free account, please visit: www.aftership.com
With the AfterShip app, your customer success teams can see the latest delivery status of related shipments of your customers easily, without switching between application. Agents can easily copy and paste the latest results together with a one-click tracking link.
AfterShip is the no.1 tracking solution for top retailers to improve customers’ post-purchase experience. AfterShip’s branded tracking page allows brands to drive traffic back to their shopping site, and re-engage with customers with proactive delivery updates. Retailers can also monitor the shipping performance and find out any exceptions before customers notice. 
AfterShip app for Zendesk will display the associated shipments of the customer at the ticket view, including the following tracking information. 

Tracking number
Carrier name
Delivery status
Signed by information
Estimated delivery date
One-click tracking link
Detailed event messages
Order number
Send-from country
Send-to country
Shipping method
Delivered date
Pickup date
Order date",5,4,Delight customers with effortless tracking and proactive delivery updates.,Free,,Delight customers with effortless tracking and proactive delivery updates.,Ticketing System,1.0,mailto:support@aftership.com,https://www.aftership.com/,https://www.zendesk.com/apps/support/194528/aftership/
2022-01-09,10:01:35 AM,UJET Cloud Contact Center - Calls,,https://260025.apps.zdusercontent.com/260025/assets/1593743977-2075fef13f2490c67a6ab37fe260de4c/logo.png?w=256&q=75,support,"Available only to agents with ""Talk - Partner Edition"" seats (see https://www.zendesk.com/talk/pricing/).**.)
About UJET
UJET is propelling customer experience into the modern age. With its leading cloud contact center solutions, UJET empowers support organizations to create intelligent workflows, make data actionable, and create a modern business model where companies have the right tools and technology they to create an immersive, engaging, and one-of-a-kind experience for their customer.
UJET's seamlessly integrated Call adapter enables agents to focus on a more efficient, effective and positive customer experience while taking full advantage of Zendesk’s CRM platform.
Powerful Operational Controls
Comprehensive configurations, include:

Advanced context based routing engine: Intelligent, context based routing automatically directs customers to self-service solutions or the most appropriate live or virtual agents.
Data flow:  options for automated data flow and Zendesk interactions
Web and mobile SDKs:  out-of-the-box support center for websites and mobile apps
CSAT: track, display and report on CSAT for all channels
Key metrics:  key session metrics, eg. Call ID, Wait Time, Handle Time, etc., are stored in Zendesk
Session deflection:  flexible options for after hours, overcapacity, or custom redirects, eg: call backs, to a different topic, voice mail, website, virtual agent, message

Agent Call Adapter
UJET's Call adapter is seamlessly integrated into Zendesk and provides a modern agent experience with a comprehensive set of features:

Agent or auto answer call configuration
Configurable session notifications
Automatic account lookup and existing/new ticket pop
Real time diagnostic, user profile data added to ticket
UJET Smart Actions, e.g.:


Real-time media sharing, eg. photo, video files
SMS messages
User verification via default mobile device login

Transfers to agents or queues
Single sign-on via various authentication service providers
Option for agents to set their ‘next’ status while on a call
Performance metrics
Automatic Call Distribution (ACD) - routs calls to the right agent based on user segment, session context, agent skill and utilization
Interactive Voice Response (IVR) - automated or consumer selected topic
Place calls on hold
Redact portions of a call
Conference - add multiple parties to the call
Click-to-dial
Flexible outbound calling options
Integrated after-call-work (ACW) workflow
Access to voicemails and one click customer call backs
Agents have access to their key performance metrics
Call recording, chat transcript and quality monitoring tools",,,Agent call adapter for handling voice support sessions via UJET,Free,"UJET, Inc.",Agent call adapter for handling voice support sessions via UJET,Ticketing System,1.4,mailto:support@ujet.co,https://ujet.co/,https://www.zendesk.com/apps/support/260025/ujet-cloud-contact-center---calls/
