date,time,name,images,logo,category,details,instructions,tagline,priceline,developer,timeline,info,verification,help,privacy_policy,url 
2022-01-08,09:12:45 PM,Atlassian Jira Plus,"https://youtu.be/1dG8oWP-9t8, https://d3h0owdjgzys62.cloudfront.net/images/6567/live_screenshot/large2x/JiraIssueDetails.png, https://d3h0owdjgzys62.cloudfront.net/images/6567/live_screenshot/large2x/JiraSearchIssue.png, https://d3h0owdjgzys62.cloudfront.net/images/6567/live_screenshot/large2x/JiraSettings.png",https://d3h0owdjgzys62.cloudfront.net/images/6567/live_cover_art/thumb2x/resized.jpeg,Issue Tracking & Alerts,"Installing the JIRA app for Freshdesk will let you create and associate JIRA issues with Freshdesk tickets. 
Provide quality customer service with this JIRA - Freshdesk integration. 
This integration enables a seamless connection between your Freshdesk and JIRA accounts. The app helps Freshdesk users connect JIRA issues to Freshdesk tickets. This app will also let you sync ticket statuses and comments from JIRA directly to Freshdesk whenever a change is made. This real-time information sync ensures that both engineers and support teams have a 360 view of the ticket+issue, including customer expectations and ticket status.


As the V2 version of the JIRA Freshdesk integrations, there have been some significant additions.  With this version of the JIRA integration you will be able to:
1. Connect multiple JIRA accounts to your Freshdesk account. 
2. Connect multiple JIRA issues to a Freshdesk ticket and also connect a JIRA issue to multiple Freshdesk tickets. 
3. Customer Mapping: Customize JIRA columns that need to be shown in Freshdesk once the ticket is linked with JIRA.
4. Define agent roles to allow or restrict agents from deleting JIRA issues from tickets. 
5. You can now search for JIRA issues by the ‘subject’ fields as well as the issue number. 

The JIRA Project Management app helps deliver complete customer service with the combined power of the JIRA tool with Freshdesk.  

Once the app is installed, it is rendered on the right side of the sidebar. Simply click the JIRA logo to begin using the JIRA app for Freshdesk.


This app also supports On-Prem version. (above 7+)","1. Click the Freshdesk Account Configuration tab. 
2. Enter the Freshdesk URL and API Key.
3. In the General Setting tab, choose the actions to be carried out when the ticket status, priority, note or Jira status, priority and comment are changed or added to. 
4. Under the Jira Account Configuration tab, enter the Jira Account URL, username and API Token and click ""Verify Your Jira Account"".
4. Select the Jira fields that need to be displayed on Freshdesk's Ticket Details page.
5. Configure the Freshdesk Status, Priority and Jira Status, Priority fields. 
6. Click Install.",Link Freshdesk and JIRA accounts to associate JIRA issues with Freshdesk tickets.,Free,Published by Freshworks,About 15 days ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:support@freshdesk.com, https://support.freshdesk.com/en/support/solutions/articles/50000000067-the-jira-plus-app",https://www.freshworks.com/privacy/sub-processor-oct-15-2020,https://www.freshworks.com/apps/freshdesk/atlassian_jira_plus/
2022-01-08,09:12:47 PM,IT Asset Management by  Oomnitza,"https://d3h0owdjgzys62.cloudfront.net/images/6459/live_screenshot/large2x/screenshot_0.png, https://d3h0owdjgzys62.cloudfront.net/images/6459/live_screenshot/large2x/screenshot_1.1.png",https://d3h0owdjgzys62.cloudfront.net/images/6459/live_cover_art/thumb2x/Screen_Shot_2018_12_19_at_11.11.41_AM.png,"Assets & Incident Management,, Issue Tracking & Alerts","We believe in tracking assets with a modern touch of elegance. As the innovation leader in IT Asset Management, Oomnitza provides the most complete configuration, automation, and integration tools of any cloud-based software solution today. With a focus on leveraging the benefits of mobile devices, you can securely interact with your assets from anywhere. Granular control allows you to easily configure your fields using drag-and-drop technology, to track attributes that matter. Automated tracking of hardware and software attributes allows you to get asset details with the highest efficiency. Through modern technology we have built a solution that is so extendable, dozens of integrations are available at the push of a button. Literally.

With the Oomnitza app, you can view rich asset context within a Freshservice ticket. Devices will appear based on the issue reporter, the built-in assets field, and any desired mapping.

Oomnitza automates Freshservice ticket creation using our workflow module. Enables Freshservice customers to set criteria (say an employee leaving the company) that cause tickets to be automatically created.

The new Oomnitza app gives your agents the ability to modify an associated asset record without leaving Freshservice. Providing easy access inside Freshservice will help you keep your asset records up to date.","Log in to your Freshservice account
Click on the Admin gear/icon in the lower left
Under Apps, click Marketplace
Click on IT Asset Management by Oomnitza
Click Install App
Enter your Oomnitza System URL (eg https://your-system-url.oomnitza.com)
Click Install and you're done!",Oomnitza for Freshservice enables you to see rich asset information from Freshservice.,Free,Published by oom,About 4 months ago in,"Works with
             
                  Freshservice",Verified by Freshworks,"mailto:support@oomnitza.com, https://oomnitza.zendesk.com/",https://www.oomnitza.com/privacy-and-terms/,https://www.freshworks.com/apps/freshservice/it_asset_management_by_oomnitza_1/
2022-01-08,09:13:54 PM,SuperReceptionist,"https://d3h0owdjgzys62.cloudfront.net/images/3759/live_screenshot/large2x/freshsale_search.png, https://d3h0owdjgzys62.cloudfront.net/images/3759/live_screenshot/large2x/freshsales_calllog.png, https://d3h0owdjgzys62.cloudfront.net/images/3759/live_screenshot/large2x/freshsale_call_originate.png",https://d3h0owdjgzys62.cloudfront.net/images/3759/live_cover_art/thumb2x/SR_App_Logo.png,"Agent Productivity,, Chat, Video & Telephony","SuperReceptionist is a personal reception hosted virtually in a cloud telephony environment.
SuperReceptionist connector in Freshsales allows you to:
     -  Track incoming calls from customers.
     -  Create Leads and Contacts with phone numbers.
     - Associate call log with Leads, Contacts,  Accounts, and Deals.
     -  Make outbound calls.
     - Track outbound calls.","1. Disable Freshcaller in your Freshsales account (contact the Freshsales team to disable Freshcaller in your account).
2. For instructions on how to integrate SuperReceptionist with Freshsales, see:
https://support.knowlarity.com/portal/kb/articles/how-do-i-integrate-super-receptionist-with-freshsales",SuperReceptionist app lets you integrate with Freshsales to capture leads along with phone numbers.,Free,Published by Knowlarity communication,About 4 months ago in,"Works with
             
                  Freshsales Classic",Verified by Freshworks,"mailto:customersupport@knowlarity.com, https://support.knowlarity.com",https://knowlarity.com/privacy-policy,https://www.freshworks.com/apps/freshsales/superreceptionist_1/
2022-01-08,09:13:55 PM,IrisAgent,"https://d3h0owdjgzys62.cloudfront.net/images/83663/live_screenshot/large2x/_FD_marketplace__fullscreen_final_freshdesk.png, https://d3h0owdjgzys62.cloudfront.net/images/83663/live_screenshot/large2x/image_2.png, https://d3h0owdjgzys62.cloudfront.net/images/83663/live_screenshot/large2x/image_3__1_.png, https://d3h0owdjgzys62.cloudfront.net/images/83663/live_screenshot/large2x/image_1__1_.png",https://d3h0owdjgzys62.cloudfront.net/images/83663/live_cover_art/thumb2x/icon.png,"Agent Productivity,, Knowledge & Content Management","With proactive support and AI-powered ticket intelligence, IrisAgent makes it easy for support teams to work collaboratively with product and engineering organizations to prevent escalations, drive informed action, and align on what really matters.

We take simple, repetitive tickets off your support team’s plate, but we’re more than just a chatbot. We take a 360-degree view of customer support operations, leveraging product and user context to gain meaningful insight into the ‘why’ behind tickets associated with bugs, performance issues, and outages to create support workflows and recommend operational improvements.

RESOLVE TICKETS WITH REAL-TIME PRODUCT AND USER CONTEXT
We integrate customer support with engineering and product sources, such as Jira, PagerDuty, Slack and many others, to contextualize user issues and prevent costly engineering escalations.

* Resolve tickets more quickly
* Estimate the support impact of every product issue and prioritize accordingly
* Proactively manage customer support, manage customer expectations and build customer loyalty.

LET AI RESOLVE COMMON, REPETITIVE TICKETS
Don’t reinvent the wheel for every common support ticket. Leverage AI and save your team’s time. Get AI-powered recommended resolution by learning from similar tickets and previous responses.

AUTOMATED TAGGING AND SENTIMENT ANALYSIS
IrisAgent discovers tags customized to your domain and automatically tags new tickets. Eliminate manual and inaccurate tagging.

* Automatic tagging for new incoming tickets.
* Route tickets to the right support agent based on their expertise
* Sentiment detection on support tickets to gauge customer unhappiness and prevent customer escalations.
* Discover features being talked about most negatively. With built-in analytics, discover insights like which product features get the most ‘how-to’ tickets.


Contact us for a personalized demo and discover your IrisAgent can optimize your support operations --> https://www.irisagent.com/get-a-demo","1. Sign up on the IrisAgent dashboard (https://web.irisagent.com).
2. Install this app in your Freshdesk account
3. Contact us to activate your account - https://www.irisagent.com/get-a-demo/",Proactively predict customer issues. Get ticket resolutions and user sentiment.,Free,Published by Nalini,About 2 days ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:contact@irisagent.com, https://irisagent.com",https://www.irisagent.com/privacy-policy.html,https://www.freshworks.com/apps/freshdesk/irisagent/
2022-01-08,09:13:57 PM,Out Of Office,"https://d3h0owdjgzys62.cloudfront.net/images/54103/live_screenshot/large2x/4_freshservice.png, https://d3h0owdjgzys62.cloudfront.net/images/54103/live_screenshot/large2x/3_freshservice.png, https://d3h0owdjgzys62.cloudfront.net/images/54103/live_screenshot/large2x/2_freshservice.png, https://d3h0owdjgzys62.cloudfront.net/images/54103/live_screenshot/large2x/1_freshservice.png",https://d3h0owdjgzys62.cloudfront.net/images/54103/live_cover_art/thumb2x/logo.png,"Agent Productivity,, Assets & Incident Management","When agents are out of office, administrators can use this app to organize and re-assign tickets to other agents or groups and configure automatic replies to customers when they respond to tickets.
 
 1. If tickets have been assigned to agents during their absence, the Out of Office app will re-assign it to another group or other agents as configured by the administrator.

 2. When customers reply to existing tickets, which are being handled by an agent who is on leave for a definite period of time and has implemented an out of office setting, then automatic replies can be configured to be sent to the customers, informing them of the agent's absence with a tentative date of when they would receive a response.","1. To install the app, you need to have a Freshservice Domain Name and API Key.

2. During installation, you will have to set Roles to provide access to users to configure the out of office settings, such as automatic reply and reassigning of tickets based on Role.

3. Post installation, only users listed under the roles mentioned during the installation process will be able to configure the out of office settings in the app.",This app reassigns tickets and helps configure auto-response emails when agents are out of office.,Free,Published by Freshworks,About 11 months ago in,"Works with
             
                  Freshservice",Verified by Freshworks,"mailto:support@freshservice.com, https://www.freshservice.com",https://www.freshworks.com/privacy/,https://www.freshworks.com/apps/freshservice/out_of_office_1/
2022-01-08,09:13:58 PM,Lighthouse,"https://d3h0owdjgzys62.cloudfront.net/images/18661/live_screenshot/large2x/Screenshot_2019_08_30_10_43_14.png, https://d3h0owdjgzys62.cloudfront.net/images/18661/live_screenshot/large2x/Screenshot_2019_08_30_10_43_58.png, https://d3h0owdjgzys62.cloudfront.net/images/18661/live_screenshot/large2x/Screenshot_2019_08_30_11_01_37.png, https://d3h0owdjgzys62.cloudfront.net/images/18661/live_screenshot/large2x/Screenshot_2019_08_30_11_02_26.png, https://d3h0owdjgzys62.cloudfront.net/images/18661/live_screenshot/large2x/Screenshot_2019_08_30_11_08_05.png",https://d3h0owdjgzys62.cloudfront.net/images/18661/live_cover_art/thumb2x/400X400.png,Knowledge & Content Management,"KMS Lighthouse is a leading provider of the next-generation knowledge management solution Lighthouse. Lighthouse enhances every engagement by empowering customers and agents with real-time access to accurate and consistent knowledge to improve customer and employee experience alike. Lighthouse's powerful search functionality dramatically improves engagements across all service and sales channels, including easy integration to enhance existing and future self-service channels.

Integrating KMS Lighthouse with Freshservice UI improves the agent’s communication with the customer by making it easy for the agent to search in Lighthouse and find answers to questions. You never have to leave Freshservice or switch back browser tabs. This app will allow you to use KMS Lighthouse inside Freshservice. Agents can use their KMS Lighthouse API Keys and integrate KMS Lighthouse to their Freshservice.

The app widget will be available in the following pages:

• New Ticket
• Tickets
• Contacts","1. Find your KMS Lighthouse secret key and domain name of your KMS Lighthouse
2. Enter it in the prompted field in Freshservice during installation.",Lighthouse makes it easy for agents to find answers for customers directly in Freshservice.,Free,,About 4 months ago in,"Works with
             
                  Freshservice",Verified by Freshworks,"mailto:support@kmslh.com, https://www.kmslh.com",,https://www.freshworks.com/apps/freshservice/lighthouse_1/
2022-01-08,09:14:44 PM,Freshdesk Contact Import,,https://d3h0owdjgzys62.cloudfront.net/images/14291/live_cover_art/thumb2x/FCFDicon__1_.png,"CRM, Sales & Marketing,, Issue Tracking & Alerts","Import user context from Freshdesk into Freshchat.
This app would show the contact properties stored in Freshdesk, associated with that Freshchat user.
This takes the email of the customer into account while pulling the relevant details, helping the agent in pulling contact info which is already stored in Freshdesk.","Steps to install -

1) Install the app
2) Enter portal URL (example.freshdesk.com) and API key of the account admin to get the app running.
3) Once chats start coming in, on the right hand side panel, there would be a section, that would show the default as well as custom contact fields associated with that requester (email ID).","This app would show the contact properties stored in Freshdesk, associated with that Freshchat user.",Free,Published by Buy & Sell,About 4 months ago in,"Works with
             
                  Freshdesk Messaging",Verified by Freshworks,"mailto:support@freshchat.com, https://support.freshchat.com",,https://www.freshworks.com/apps/freshchat/freshdesk_contact_import/
2022-01-08,09:14:55 PM,Ameyo,"https://d3h0owdjgzys62.cloudfront.net/images/98481/live_screenshot/large2x/screen_1.png, https://d3h0owdjgzys62.cloudfront.net/images/98481/live_screenshot/large2x/screen_2.png, https://d3h0owdjgzys62.cloudfront.net/images/98481/live_screenshot/large2x/screen_3.png, https://d3h0owdjgzys62.cloudfront.net/images/98481/live_screenshot/large2x/screen_4.png",https://d3h0owdjgzys62.cloudfront.net/images/98481/live_cover_art/thumb2x/ameyo_400__1_.png,"Chat, Video & Telephony","Ameyo (https://www.ameyo.com/) is a leading customer engagement technology company helping businesses across industries to connect with their customers and serve them for sales, customer services and marketing.

Ameyo integration with Freshsales installs in your Freshsales account and can be easily accessed to place and receive calls. It offers multiple features for contact center agents:

- Manual dial
- Inbound call
- Power dialing with multiple algorithms
- Set Availability status
- Set Auto Call status
- CTI Pop Up
- Call controls such as Hold/Mute
- Transfer calls
- Conference calls
- Dispose calls
- Passing call details to Freshsales
- Schedule Callbacks and more.

Ameyo offers high configurability for Contact Center Administrators to suit varied business use cases. Supervisors can access live monitoring, rich dashboards and reports to closely observe the operations and performance.

Both cloud and on-premise deployments are available. Contact us to know more: https://www.ameyo.com/request-demo","Step 1: Go to Freshsales Marketplace and install this app in your Freshsales account.
Step 2: Provide the following information:
- Your Freshsales Account URL
- Your Ameyo Server Domain (Contact an Ameyo representative for any support)
- API Key",Communicate seamlessly with your customers and achieve maximum contact center efficiency.,Free,,About about 2 years ago in,"Works with
             
                  Freshsales Classic",Verified by Freshworks,"mailto:prodcrm@ameyo.com, http://dca.ameyo.com",,https://www.freshworks.com/apps/freshsales/ameyo/
2022-01-08,09:15:07 PM,Maps,"https://d3h0owdjgzys62.cloudfront.net/images/2658/live_screenshot/large2x/screen2.png, https://d3h0owdjgzys62.cloudfront.net/images/2658/live_screenshot/large2x/screen1.png",https://d3h0owdjgzys62.cloudfront.net/images/2658/live_cover_art/thumb2x/navi_400_thumb.png,Agent Productivity,"The application uses Google maps to present the address linked to a ticket on a map in the application screen. All you need to do is enter the Google API key in the configuration and select the address fields.

Maps is a Freshdesk extension which supports swift and effective management of incoming tickets even in the most tangled urban jungles. Its simple design makes it perfect for field agents who can use it to easily navigate to the locations provided in the ticket they are assigned to. Proper usage of the extension should lead to shortening of the response time and increase of the service quality.","1. Follow Google Cloud platform docs (https://developers.google.com/maps/documentation/javascript/get-api-key) to find you API key. 
2. Enable Maps JavaScript API and Places API on Google Cloud Platform (https://cloud.google.com/apis/docs/enable-disable-apis).
3. Find you Freshworks API  key (https://support.freshdesk.com/support/solutions/articles/215517-how-to-find-your-api-key).
4. Enter Google Cloud API key, Freshworks API key,  your freshwork domain and click ""Validate API keys button"".
5. Select the address fields from the list of available ticket fields.
6. Click ""Install"" button","With this smart little application, you can view any address from your ticket on a map in Freshdesk.",Free,Published by Deviniti,About 4 months ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:freshdesk@deviniti.com, https://deviniti.com/freshworks/freshdesk/",,https://www.freshworks.com/apps/freshdesk/maps/
2022-01-08,09:15:18 PM,WhatsApp Proactive Messaging,"https://d3h0owdjgzys62.cloudfront.net/images/61532/live_screenshot/large2x/1.png, https://d3h0owdjgzys62.cloudfront.net/images/61532/live_screenshot/large2x/2.png, https://d3h0owdjgzys62.cloudfront.net/images/61532/live_screenshot/large2x/3.png",https://d3h0owdjgzys62.cloudfront.net/images/61532/live_cover_art/thumb2x/whatsapp.png,"Chat, Video & Telephony","WhatsApp Proactive Messaging allows you to send or initiate a message to WhatsApp users. Select a pre-approved message template from the drop-down and enter the data value for the placeholders separated by the double pipe symbol (||) to send a message to the required phone number after consent. 



The user phone number is auto-populated from Freshchat to the form. You can select the desired language from the drop-down to send the message in that language (if it’s been approved beforehand). The app also allows agents to use message templates to send out proactive messages while the account admins can make changes to the existing settings or add more message templates for use in the App Settings.



Taking into example an e-commerce platform, you can send a confirmation message to a customer's WhatsApp number with the order ID or a booking ID once they have made a purchase. With the user of placeholders, you can include the Order ID of the customer with ease and send the message directly from the Freshchat portal.","Please fill in the required fields to install the app:



1. Freshchat API Token - You can find this token in your Freshchat account settings-> API Token



2. WhatsApp proactive messaging number - Please enter the number which is integrated with the Freshchat account to send out proactive messages from that number through the approved message template for that number



3. WhatsApp Namespace - This is provided when the WhatsApp proactive messaging templates are approved which would look something like this: 221f2932_2506_2002_cc51_348df8a79ee2



4. WhatsApp Message templates - Please enter the approved message template for a particular WhatsApp number. If there are multiple message templates please separate each with the double pipe symbol (||). For eg: Welcome_template || confirmation_template || cancellation_template



5. WhatsApp Message template data placeholder count - Please enter the corresponding total count of data placeholders for each message template separated by the double pipe symbol (||)



6. Freshchat Data center - Please select the data center for your Freschat account. If unsure please contact support to know the details your Freshchat account's data center



To use your app: 

You can find the form in the conversation view in Inbox. The phone number of the user is auto-populated if available in the Freshchat profile of that user. You can then select the message template from the drop-down and enter the data value for the placeholders separated by the double pipe symbol (||)",This app lets you send WhatsApp messages from within Freshchat.,Free,Published by effy,About 29 days ago in,"Works with
             
                  Freshdesk Messaging",Verified by Freshworks,"mailto:support@effy.co.in, https://effy.freshdesk.com/support/tickets/new",https://support.freshchat.com/en/support/solutions/articles/233584-updates-to-terms-of-service-and-privacy-policy,https://www.freshworks.com/apps/freshchat/whatsapp_proactive_messaging/
2022-01-08,09:16:26 PM,Naukri,"https://d3h0owdjgzys62.cloudfront.net/images/81354/live_screenshot/large2x/1.png, https://d3h0owdjgzys62.cloudfront.net/images/81354/live_screenshot/large2x/2.png, https://d3h0owdjgzys62.cloudfront.net/images/81354/live_screenshot/large2x/3.png",https://d3h0owdjgzys62.cloudfront.net/images/81354/live_cover_art/thumb2x/Untitled_design.png,Applicant Tracking Systems,"Naukri and Freshteam Integrate.

Freshteam has yet another job board integration for you, Naukri, one of the leading job boards in India. If you are a regular user of the Naukri Job Board, the good news is you can now manage it from Freshteam itself.

This Integration lets you:

* Post job on Naukri 
* Close the Job posted on Naukri 
* Navigate to Naukri's job posting directly from Freshteam","For instructions on how to enable this integration, refer to:

https://support.freshteam.com/support/solutions/articles/19000129679-installation-guide-for-naukri-integration-with-freshteam",Publish sponsored jobs on naukri directly from Freshteam. No more switching across tabs.,Free,Published by Geekfactory,About 2 months ago in,"Works with
             
                  Freshteam",Verified by Freshworks,"mailto:freshworks@geekfactory.tech, https://geekfactory.freshteam.com/",https://www.privacypolicies.com/live/dcc8996a-e315-415d-8227-1f967e3b4908,https://www.freshworks.com/apps/freshteam/naukri/
2022-01-08,09:17:01 PM,Remove Quoted text,"https://d3h0owdjgzys62.cloudfront.net/images/3308/live_screenshot/large2x/download.png, https://d3h0owdjgzys62.cloudfront.net/images/3308/live_screenshot/large2x/download1.png",https://d3h0owdjgzys62.cloudfront.net/images/3308/live_cover_art/thumb2x/quoted_text.jpg,Agent Productivity,"Quoted text is used to store the ticket conversations in Freshdesk. They are usually collapsed within the ... section and they don't bloat your emails unless the option to show quoted text is clicked. However, it all depends on how the customer's email service provider parses the quoted text content of an email. 

Often, the customer willingly or unwillingly responds to your emails with the quoted text expanded. This causes long ticket threads to appear in your Freshdesk account. This app will automatically removes the quoted text in the reply of an agent so that you don 't have to worry about it anymore.",The app can be enabled at the click of a button! No special requirements ;),This app will automatically remove quoted text in the ticket replies.,Free,,About 4 months ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:support@freshdesk.com, https://support.freshdesk.com",,https://www.freshworks.com/apps/freshdesk/remove_quoted_text/
2022-01-08,09:18:18 PM,Xero for Mint,"https://d3h0owdjgzys62.cloudfront.net/images/73611/live_screenshot/large2x/screenshot_4_freshdesk.jpg, https://d3h0owdjgzys62.cloudfront.net/images/73611/live_screenshot/large2x/screenshot_3_freshdesk.jpg, https://d3h0owdjgzys62.cloudfront.net/images/73611/live_screenshot/large2x/screenshot_2_freshdesk.jpg, https://d3h0owdjgzys62.cloudfront.net/images/73611/live_screenshot/large2x/screenshot_1_freshdesk.jpg",https://d3h0owdjgzys62.cloudfront.net/images/73611/live_cover_art/thumb2x/xero_logo140x140.png,"Time Tracking, Accounting & Billing","Agents can use the Freshdesk-Xero app to associate the time-sheets of the tickets they’ve resolved to Xero draft invoices. Once a ticket has been closed and time-sheets finalized, the agent can select the “Create Invoice” button to create a draft invoice in Xero.

If the Ticket Requester’s Company name or email ID matches a contact in Xero, agents can link the ticket to an existing invoice instead of creating a new one. But if there is no contact that matches the ticket requester, a new contact will be created in Xero with the Requester Name when the invoice is created.

When an agent clicks on “Create Invoice” or “Edit” the time-sheet from the current ticket will be automatically populated on the draft invoice screen. In case this is an “Edit” action and the invoice already has existing time-sheet entries from another ticket, then those entries would be read-only. Agents can associate each time-sheet entry with an inventory item. Agents will be able to select only those items which Admins have authorized for display via the app configuration page.

If an inventory item from Xero is selected, then the unit price and related tax rates will be automatically applied in Xero. If no inventory item exists or if an agent chooses not to link an inventory item with a time-sheet entry, agents will have to select an “Account” name. This “Account” name will be applied to all time-sheet entries which do not have inventory items linked with them.

Once an agent has filled in all the details, clicking on the “Create” button will link the resulting Xero draft invoice to the Freshdesk ticket. Subsequently, on the ticket details page, agents can see the invoice name and current status of the invoice. They can also view additional details of the invoice at any time by clicking on the “View” link.

Admins have to approve draft invoices in Xero before it is sent out to customers. Admins will also have the ability to delete invoices from Xero.","Follow these steps to set up your Xero app for Freshdesk:

1. Sign in to your support helpdesk and click on Admin.
2. Under Helpdesk Productivity, choose Apps. Click on Get More Apps.
3. Find Xero for Mint and click on Install.
4. You will be redirected to Xero to complete authorization process. 
5. Once authorized, you’ll be taken to installation page. 
6. Fill your Freshdesk domain and API key and click on continue to verify the credentials. 
7. Once Freshdesk credentials are verified, you will be taken to Xero's options page. 

You can select:

The Chart of Accounts: 
Freshdesk will pull all account names associated with the Revenue account head in Xero’s “Chart of Accounts”. Specify which accounts you want agents to access while creating draft invoices. An account needs to be set for those line items that do not have an associated inventory item.
“Sales” will always be selected by default. If “Sales” does not exist, the first account that exists under “Revenue” in Xero will be considered default.

Inventory:
Specify which Inventory items you want agents to access when creating draft invoices. The time sheet entries can be associated to Xero inventory items that have a selling price set according to the hourly rate that a business wants to charge a customer. This rate would therefore be applied to the invoiced line items (timesheet entry) and the total invoice value will be calculated automatically. The Xero admin would simply need to approve this invoice and forward it to the customer for payment

Default Description:
The default text for description for each line item of the invoice.",This app allows you to record Freshdesk timesheet entries as billable items on Xero draft invoices.,Free,Published by Codup.io,About 10 months ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:fwsupport@codup.io, https://codupio.freshdesk.com",https://codup.co/privacy-policy/,https://www.freshworks.com/apps/freshdesk/xero_for_mint/
2022-01-08,09:19:25 PM,Dynamics CRM,"https://d3h0owdjgzys62.cloudfront.net/images/9667/live_screenshot/large2x/modules.png, https://d3h0owdjgzys62.cloudfront.net/images/9667/live_screenshot/large2x/oauth.png, https://d3h0owdjgzys62.cloudfront.net/images/9667/live_screenshot/large2x/Home.png, https://d3h0owdjgzys62.cloudfront.net/images/9667/live_screenshot/large2x/list.png",https://d3h0owdjgzys62.cloudfront.net/images/9667/live_cover_art/thumb2x/microsoft_dynamics_crm_1024x1024.png,"CRM, Sales & Marketing","You can integrate your Microsoft Dynamics CRM software online account with Freshdesk. Installing the Dynamics CRM app for Freshdesk will let you access Dynamics CRM data within Freshdesk tickets page and contact page. 

Some benefits of using this CRM integration are:

  1. Get more context regarding the problem based on the requester's information from Microsoft CRM. Make your answers more personal.
  2. Differentiate if the requester is just a contact or a lead. Access details, lead data and more right from the tickets page and contact page. All the data you need to answer the problem right inside your helpdesk software.



Dynamics CRM gets you all the key details and inputs about your customer information and history inside your Freshdesk","Pre-Requisite:

1. Azure Client ID
2. Azure client secret key
3. Dynamics CRM Domain Name

App Installation Steps:
1. Provide the Oauth credentials(Client ID,client secret,Domain Name) in the Oauth installation page and click Continue.
2. Once the Authentication completed, provide the Dynamics domain full URL and click Next.
3. Select the necessary fields  which should be displayed in the app.
        Data Fields - Select the contact details that you want displayed on the tickets page. 
        Lead Fields - Select the lead details that you want displayed on the tickets page. 
        Account Fields - Select the account details that you want displayed on the tickets page. 
        Opportunity Fields - Select the opportunity details that you want displayed on the tickets page. 
4. Once the fields are selected click on Install button to install the app.",Dynamics CRM gets you the key details about your customers inside your helpdesk.,Free,Published by tag,About almost 2 years ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:techsupport@techaffinity.com, https://www.techaffinity.com/contact-us.html",,https://www.freshworks.com/apps/freshdesk/dynamics_crm/
2022-01-08,09:22:23 PM,MSG91 Freshsales Suite,"https://d3h0owdjgzys62.cloudfront.net/images/07924/live_screenshot/large2x/2._Accounts_History_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/07924/live_screenshot/large2x/5.Contacts_Bulk_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/07924/live_screenshot/large2x/3.Contacts_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/07924/live_screenshot/large2x/4.Contacts_History_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/07924/live_screenshot/large2x/6.Full_Page_freshworks_crm.png",https://d3h0owdjgzys62.cloudfront.net/images/07924/live_cover_art/thumb2x/Screenshot_2021_07_21_at_6.47.25_PM.png,"Chat, Video & Telephony,, Marketing Automation","Using this application you can send SMS with MSG91 inside Freshsales Suite

Features of this application:
1. Send SMS to your contact in Freshsales Suite
2. Send Bulk SMS to your contacts in Freshsales Suite
2. Send single and Bulk SMS from Freshsales Suite
3. Initiate SMS conversation from any of the contact in Freshsales Suite
4. Sent SMS will be added as note inside the Freshsales Suite","1. Install the app in Freshsales Suite
2. Sign up for MSG91 account
3. Provide your Freshsales Suite and MSG91 credentials on the extension settings page.
4. Follow the steps given on the extension settings page.
5. After configuration you will be able to send SMS to your Freshsales Suite contacts.

Refer to the Help document
https://apps.ulgebra.com/freshworks/freshdesk/msg91-sms-for-freshworks-crm",Send Single and Bulk SMS using MSG91 from Freshsales Suite,Free,Published by Ulgebra,About about 1 month ago in,"Works with
             
                  Freshsales Suite",Verified by Freshworks,"mailto:support@ulgebra.com, https://apps.ulgebra.com/contact",https://apps.ulgebra.com/privacy-policy,https://www.freshworks.com/apps/freshworks_crm/msg91_sms_for_freshworks_crm/
