date,time,name,images,logo,rating,reviews_count,category,details,tagline,developer,similar,website,support_website,support_email,privacy_policy,terms_of_service,url 
2022-01-08,09:38:41 PM,Syncbot,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/08806fb978ff62c0/screenshot/a3537c0f-097c-4778-abea-caaeeb91e705/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/08806fb978ff62c0/screenshot/1badac58-8b67-47de-b739-e474314fc644/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/08806fb978ff62c0/screenshot/66ced3fa-d248-4adf-b703-a7f28c3fd13a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/08806fb978ff62c0/screenshot/0da6c7a6-91ce-4ea9-90cd-a797cc564628/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/08806fb978ff62c0/icon/498f4eeb-4024-4f19-b84b-a69abd2e1d8d/original.png,0,,Email marketing,"DescriptionMailigen is an email marketing tool designed to communicate with subscribers through campaigns and automated email flows. Syncbot is a built-in Mailigen integration designed to synchronize Pipedrive contacts. Using Syncbot, you can leverage contacts  in your marketing activities to track marketing events in Pipedrive and support your sales team’s efforts.Choose which fields to sync with email campaigns or automatic email flows. You can also set up automated processes to create activities and deals when an email is opened, clicked, sent or bounces.Contact syncChoose to sync all contacts or specific contact filters groups with your marketing teamUse contact filter names to segment your audience for more tailored email campaignsEvent trackingHelp your sales team to react to email opens/clicks/sends/bounces by auto-creating activities like task, email or call once a predefined quota has been reachedCreate automatic deals for your team members once your quota has been reached. You can define a pipeline and stage in which  you want the deal to appear.Contact informationReceive an automatic note for contact when a person has unsubscribed from a marketing email listEnable adding notes on campaign opens/clicks/sends/bounce to contactsSetup and installationTo access the Syncbot, you have to register for a Mailigen through your Pipedrive account. Once you’ve completed the onboarding instructions, you can access and set up Syncbot through your Mailigen using your Pipedrive account.Connect with your Pipedrive login (this can only be done by Pipedrive admins)Select a Mailigen subscriber list to which Pipedrive contacts will be synchronizedChoose which contact fields you want to syncCreate a Syncbot using your contacts or select specific contact filters you wish to sync with. Doing so will trigger the syncing process (You can create several Syncbots afterward).When syncing by filter, the filter name is stored as a special field per contact and used for campaigns and automation flowsIf you wish, set up automatic processes in Pipedrive according to marketing events:Create activities for contacts upon reaching a certain amount of email opens/clicks/sends/bouncesCreate deals for contacts upon reaching a certain amount of email opens/clicksCreate notes for contacts  for each campaign opens/clicks/sends/bouncesAdd new Mailigen list subscribers to Pipedrive as contacts automaticallyResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy PolicyDocumentation","Syncbot is a live, one-way synchronization tool from Pipedrive to Mailigen that synchronizes all contacts or specific contact filters.",by Pipedrive,"Outplay, Klenty, Paperflite",https://www.mailigen.com/,https://support.mailigen.com/?_ga=2.169753634.2016993617.1592394421-1896184271.1584436863,mailto:support@mailigen.com,https://www.mailigen.com/privacy-policy,https://www.mailigen.com/about/terms-and-conditions,https://www.pipedrive.com/en/marketplace/app/syncbot/08806fb978ff62c0
2022-01-08,09:38:43 PM,Channels,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/521dbfc0e3648cea/screenshot/8af57875-92f8-4f83-9768-cada941d70e6/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/521dbfc0e3648cea/screenshot/caa52d86-1d07-4a0a-929e-c78190d246cf/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/521dbfc0e3648cea/screenshot/12c47a36-2b78-4dfb-a4b7-a75ca8ab9e0a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/521dbfc0e3648cea/screenshot/01dc5e54-4460-4360-8b57-1bdf0cbb1a41/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/521dbfc0e3648cea/screenshot/400a7472-0864-4596-a0db-5b234de931f5/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/521dbfc0e3648cea/icon/ea47b55a-7aa3-4b43-ab99-4bd49e0d88f0/original.png,5,1,"Customer support, Phone solutions","DescriptionChannels is a calling app that helps you close every sales call.How?Channels integrates with your Pipedrive account to pull crucial customer data from it.  When a prospect calls you, Channels presents you with all their information. You’ll never get caught off-guard or find yourself in a situation where you can’t recall previous touchpoints with customers.Channels also provides you with a Web Call feature, so your customers can call you with one simple click right from your website. You can adjust the theme, colors and position of the widget to make it your own and adapt it to your brand.Channels comes with a Click-to-Call widget. You have all phone numbers highlighted in your browser, so you can click on them and start a call straight away.If that’s not enough, Channels is packed with useful features that will help your business thrive and keep your clients happy! 
Some features are:Mobile AppIVRLive-listeningCall recordingsToll-Free numbersInternational phone numbers from more than 60 countrieseCommerce platforms integrationsSpecial offer: Get a free 7-day trial including all of the features for free!Then, choose between the Free plan or one of the paid plans  Plus or Advanced.Setup and installationClick on the ""Install now"" button next to the Channels iconYou'll be redirected to a page where you have to authorize the installation. Scroll down the page and click on the ""Allow and Install"" buttonYou'll be asked to log in or create an account if you don't have one. The process is very easy. You'll be asked to fill out a few fields and enter your details.Congrats! You’ve successfully integrated Channels with Pipedrive!ResourcesWebsiteSupport emailTerms of ServicePrivacy Policy",Channels shows you all crucial customer data right when prospects call. You will be prepared to seize every opportunity.,by Channels,"Kixie PowerCall and SMS, CloudTalk, Wingman",https://channels.app/,,mailto:support@channels.app,https://channels.app/privacy-policy,https://channels.app/terms-conditions,https://www.pipedrive.com/en/marketplace/app/channels/521dbfc0e3648cea#user-reviews
2022-01-08,09:38:45 PM,Hugo,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a89544ab22308a53/screenshot/556e2bea-f69c-4b28-aa6f-a8c6ce5b6b1f/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a89544ab22308a53/screenshot/73823ceb-959e-4ff3-a907-b470171a945a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a89544ab22308a53/screenshot/da802381-d6d6-46ed-a58b-6ec89867a04b/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a89544ab22308a53/screenshot/9a2a3eba-e9a5-4a25-bd79-7e25805abf9b/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a89544ab22308a53/icon/869c6e3b-a31b-4eed-9238-547568ddef8b/original.png,0,,Task management,"DescriptionHugo connects meeting notes, enabling people to collaborate on agendas and meeting notes in real-time.  Use @mention for teammates and automatically sync with Pipedrive to read the discussion thread in Slack – directly from your meeting note.Hugo connects your meeting notes with the people and tools in your organization. We do this using over 20 popular business apps, including Pipedrive. As Hugo is calendar-centric, you can pull up notes simply by searching for the contact, organization, date or content. Stop wasting time trying to remember where you put that note. KEY FEATURES of HUGO • 📝 Fast and powerful meeting agendas and notes
• 💼 Free agenda template library
• 👋 @mention to notify teammates
• 💬 Auto-post notes to Slack
• 🔄 Auto-sync notes to contacts, organizations and deals in Pipedrive 
• 🔎 Notes are automatically categorized using data from your calendar, making search easyThe integration automatically syncs meeting notes to contacts, organizations and deals in Pipedrive.People use Hugo to collaborate on agendas and meeting notes in real-time on a day-to-day basis. Collaboration will work like a dream. People can prepare for meetings and know what they're about, whether they attended them or not.Setup and installationLog in to Pipedrive, click on  your profile in the top right and select “Settings”On the Pipedrive settings page, select “Personal” on the left and then “API”Copy your Pipedrive API Key to your clipboardSign up for a Hugo account. Once you’re set up visit Settings > Apps.Scroll down to Pipedrive, paste your API key and click “Enable Pipedrive”ResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy Policy","Meeting notes that are centralized, searchable and connected to your team and 20+ apps, including Pipedrive.",by Hugo,"FunnelFLARE, RouterJet, Arrivy",https://www.hugo.team/integrations/pipedrive,https://support.hugo.team/,mailto:help@hugo.team,https://www.hugo.team/privacy,https://www.hugo.team/terms,https://www.pipedrive.com/en/marketplace/app/hugo/a89544ab22308a53
2022-01-08,09:38:49 PM,Aircall,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/4405a4d0c182fc98/screenshot/881dca06-4a69-41b4-be7a-a7b007344ddd/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/4405a4d0c182fc98/screenshot/90e9cc54-fc24-4e45-a57a-d7dd4145b8b3/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/4405a4d0c182fc98/screenshot/df6cc260-a63d-4588-b72c-f5b6af4ae7a7/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/4405a4d0c182fc98/screenshot/82c1dec4-33a0-4186-b9fe-5ecb8f5b3dbc/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/4405a4d0c182fc98/icon/afff4d91-e453-4f95-9a3a-0716dbf78408/original.png,4,30,Phone solutions,"DescriptionConnect to Aircall in minutes, add numbers in 50+ countries, and invite your teammates to start placing and receiving calls right away!With Aircall, you can: screen-pop to a contact's page before answering a call, route calls to your teammates or click to dial to easily reach out to a customer. Benefit from advanced call center features to handle phone calls across teams and regions.Aircall is a cloud-based call center software that lets businesses create an entire call center in minutes. Our platform adapts to your current workflows and simplifiesthe way your business handles phone calls across teams and regions.Benefit from advanced features including real-time call monitoring, click-to-dial, IVR, call routing, call recording, call queuing, warm transfer, mobile apps, personalized greetings and more!Setup and installation// You have to be an admin to set up the integration //For new accounts :Sign up for Aircall via tinyurl.com/aircall-pipedriveClick on ""Try Aircall for Free"" to start your 7-day free trialSetup numbers, users, and follow the instructions for existing accounts to test our Pipedrive integration! For existing accounts  Connect to your Aircall account via dashboard-v2.aircall.ioGo to the ""Integrations"" tab, select Pipedrive and click on ""Install""Choose which numbers you want to sync with Pipedrive and click on ""Next""Click on ""Allow and Install"" to give Aircall access to the requested permissions-Optional-  Install ""Aircall - Click to dial"" chrome extension to launch calls with a simple click 
tinyurl.com/click-to-dial-aircallResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy Policy","Instantly add call center features to Pipedrive, automatically log your calls and get the data you need right before taking the call!",by Aircall,"Kixie PowerCall and SMS, CloudTalk, Wingman",https://aircall.io/call-center-software-integrations/pipedrive/?utm_medium=referral&utm_source=pipedrive&utm_campaign=partner-integration,https://help.aircall.io/,mailto:support@aircall.io,https://aircall.io/privacy/,https://aircall.io/terms_of_use/,https://www.pipedrive.com/en/marketplace/app/aircall/4405a4d0c182fc98#user-reviews
2022-01-08,09:38:52 PM,Custom Field Calculator,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a6a59fb7caae935d/screenshot/f4b49916-9df5-41c6-9ceb-57273df2c477/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a6a59fb7caae935d/screenshot/fad2689b-0ef5-4ab5-9d46-098b1319a1ba/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a6a59fb7caae935d/screenshot/5de8f529-c62e-45d0-a4f3-3fc0f892ca35/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a6a59fb7caae935d/screenshot/61d9ecc6-f829-426b-b63c-17554094abe4/original.jpeg",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a6a59fb7caae935d/icon/ccd689e6-4bba-4201-a507-3db7e356efa4/original.png,4,8,"Data management, Task management","DescriptionCustom field calculator allows sales teams to create complex math formulas with Pipedrive fields in real-time. These time-saving formulas can be exported to third-party tools (documents, accounting software and more).Setup and installationCustom field calculator requires the use of a Google Chrome browser, as it relies on a Google Chrome extension. 1.Select ""Install Now""Click the link in the success message, and you'll be redirected to the Chrome store. From there, install the browser extension. Alternatively, follow the link here.Open your Pipedrive accountClick on the custom field calculator extension in your Google Chrome browserCreate your account by navigating to the custom field calculator homepage and select your plan. You must use your same Pipedrive email to create the account!Return to Pipedrive, click on a deal and click on the CFC extension to start your calculations.ResourcesWebsitePricingSupport websiteSupport emailTerms of ServicePrivacy Policy",Custom field calculator allows salespeople to create formula-based fields in Pipedrive,by CRM-Guru.net,"Dedupely, Sales Dashboards & Analytics by Dear Lucy, Plecto",https://cfc.crm-guru.net/,https://cfc.crm-guru.net/contact,mailto:help@crm-guru.net,https://cfc.crm-guru.net/privacy,https://cfc.crm-guru.net/terms,https://www.pipedrive.com/en/marketplace/app/custom-field-calculator/a6a59fb7caae935d
2022-01-08,09:38:56 PM,QuarterOne,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/c45c018fabd2a18e/screenshot/8e1a82cd-94fd-4f2b-b9a6-b6e76a235bbe/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/c45c018fabd2a18e/screenshot/f71a2104-3485-45fe-b66f-3c1f0a203588/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/c45c018fabd2a18e/screenshot/11927c01-9bc9-4f7c-bf10-1440ba69eded/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/c45c018fabd2a18e/screenshot/b2aa7235-97f1-41b7-9b14-42cbc36a86c2/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/c45c018fabd2a18e/screenshot/f7cf7d21-8b3b-4914-82ff-ccf6f37c89f1/original.jpeg",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/c45c018fabd2a18e/icon/45336bcf-bc52-4761-a0ec-8873387bcec8/original.jpeg,5,29,"Accounting & invoicing, Analytics","DescriptionQuarterOne is a free revenue forecasting app that creates automated forecasts from Pipedrive sales data in minutes.With better control of your sales data, you can build a more accurate forecast you can trust.Sales teams love Pipedrive. With QuarterOne, your finance and management teams will, too.“QuarterOne removes the need for messy spreadsheets that are out of date the minute you create them “ -  Mark Robotham, COO at Quanton.Key benefits:Measure the velocity of your sales teamPredict how quickly your existing pipeline will growSpread deals over multiple monthsLock down periods to prevent unwanted changes to reported monthsCompare your current forecast with previous versionsGet started with a free 14-day trial.Setup and installationCreate an account with Pipedrive prior to creating a QuarterOne accountCreate an account at QuarterOne.com. During setup, you will be prompted to connect QuarterOne with PipedriveGet forecasting!ResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy PolicyDocumentation","Free app for automated sales reports, analytics, forecasts and predictions.",by QuarterOne,"QuickBooks Advanced Automation - SyncQ, Sales Dashboards & Analytics by Dear Lucy, Wingman",https://www.quarterone.com/,http://help.quarterone.com/,mailto:support@quarterone.com,http://www.quarterone.com/wp-content/uploads/2018/12/Privacy-Policy-v1-15-10-2018.pdf,http://www.quarterone.com/wp-content/uploads/2018/12/Terms-of-Use-v1-15-10-2018.pdf,https://www.pipedrive.com/en/marketplace/app/quarter-one/c45c018fabd2a18e
2022-01-08,09:38:58 PM,Acuity Scheduling,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/cf2e0749be944c88/screenshot/05929f04-f0cf-4491-865a-f48b5cdd9d21/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/cf2e0749be944c88/screenshot/1e088b43-b8d7-4502-8911-78c8838f9773/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/cf2e0749be944c88/screenshot/2f510fdd-e6b1-4434-9523-ba64d0a786db/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/cf2e0749be944c88/screenshot/77c5ccd0-0392-444e-a5db-ad307f8cb698/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/cf2e0749be944c88/screenshot/dbd5b592-9278-43c9-8500-95d232c2626c/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/cf2e0749be944c88/icon/ef2ed0b9-5525-49b5-a137-2466dedb2bab/original.png,0,,Lead generation,"DescriptionAcuity Scheduling acts like a personal assistant, automating your client bookings, cancellations, reminders & payments. Clients can view your real-time availability and self-book (and pay for!) their own appointments. You can view your schedule on the go, and sync with the calendars you already use. Connect our Pipedrive integration, and we'll automatically add or update your People in Pipedrive.ResourcesWebsitePricingSupport websiteSupport emailTerms of ServicePrivacy PolicyDocumentation","Acuity Scheduling acts like a personal assistant, automating your client bookings, cancellations, reminders & payments.","by Acuity Scheduling, Inc.","Outplay, Klenty, Leadfeeder",https://acuityscheduling.com/,https://help.acuityscheduling.com/,mailto:support@acuityscheduling.com,https://acuityscheduling.com/privacy.php,https://acuityscheduling.com/tos.php,https://www.pipedrive.com/en/marketplace/app/acuity-scheduling/cf2e0749be944c88
2022-01-08,09:39:02 PM,Demodesk,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/7d04949157fe05c5/screenshot/ea30ca94-a276-4788-867f-18578fc3489c/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/7d04949157fe05c5/screenshot/a91b8c38-788b-4333-9749-1e0d91b19768/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/7d04949157fe05c5/screenshot/b1db4865-ee24-4fdd-9c14-22afb03f78b4/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/7d04949157fe05c5/screenshot/bae1e8f8-b9ee-40b8-bbbb-a6a920a0b55c/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/7d04949157fe05c5/screenshot/7edf2426-c972-46cc-b9af-4709d236f8d8/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/7d04949157fe05c5/icon/759a3697-e64e-476c-add0-cbc6ff89f4b3/original.png,5,1,"Lead generation, Contacts & calendar sync","DescriptionThe #1 customer meeting platform for sales and success teams.We empower every rep to become a top performer by guiding sellers in real-time, automating non-selling tasks, engaging customers in the meeting and analyzing insights at scale. Demodesk automatically loads the perfect playbook into every customer meeting – guiding reps with the right slides or web apps to present, talk tracks and battle cards on the spot. Sales teams can automate non-selling tasks from scheduling, meeting preparation, CRM documentation to follow-up. Our breakthrough screen-sharing technology makes meetings truly engaging and lets customers interact with the software during the meeting. Log and update meetings automaticallyNo more manual meeting creation or updating in Pipedrive – we sync your meetings, notes and attendees automatically.Create new leads and deals automaticallyNo need to manually create a contact or a deal after scheduling the first meeting with a prospect. New contacts are created automatically.Setup and installationIn order to install the integration, you need to have an existing Demodesk account. 
If you don't have an account head over to Demodesk's request access page, fill out the required fields and request an account. 
After requesting the account we will get back to you as quickly as possible.Once you have a Demodesk account, go to ""Settings"" > ""Integrations"" > ""Internet Accounts"". Under the ""CRM Integration"" section you will find Pipedrive. Click on the ""Connect"" button and you'll be redirected to Pipedrive, where it will ask for permission to connect your account of Pipedrive with Demodesk. Read the permissions carefully. If you agree with them, click on ""Install"". If the installation is successful, you'll be redirect to Demodesk's internet accounts settings page where you will see a notification confirming the connection. Now that your Pipedrive account is connected, you will see an extra option under the Pipedrive integration,  on Demodesk's internet accounts page, where you will be able to configure the integration and decide which data to sync from Demodesk to Pipedrive and how.ResourcesWebsitePricingTerms of ServicePrivacy Policy",The #1 customer meeting platform for sales and success teams,by Demodesk,"Outplay, Klenty, Leadfeeder",https://demodesk.com/,,,https://demodesk.com/legal/privacy-policy/,https://demodesk.com/legal/terms-of-use/,https://www.pipedrive.com/en/marketplace/app/demodesk/7d04949157fe05c5
2022-01-08,09:39:06 PM,Dealbot for Slack,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/41654835104d703b/screenshot/10ec6b18-4614-4b56-b657-32d2c3bc5c83/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/41654835104d703b/screenshot/769a0f30-edc3-43cc-8227-add934ad64c4/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/41654835104d703b/screenshot/17d54d69-6686-421e-b363-38622ee2e87f/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/41654835104d703b/screenshot/3e2ceb80-362c-426d-9d6a-fdc0a19d9b5d/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/41654835104d703b/icon/e2794c34-48b5-43d5-a26a-93b3756d1dac/original.png,4,30,Bots & messaging,"DescriptionLet Dealbot keep you updated
With Pipedrive Dealbot for Slack, you can inform your teammates about closed deals in real time and save everyone the back-and-forth emails and unnecessary meetings. Whether you need to coordinate multiple people to help close deals, or simply want to keep everyone in the company informed about a deal's status, Pipedrive Dealbot will automatically handle it directly within Slack.Salespeople can keep managers and colleagues informed on the fly and without having to schedule meetings or write lengthy emails.Pipedrive Dealbot helps you:Update about deals addedUpdate about closed dealsSend personal deal updatesSearch for a deal, person, or organizationNote that if you’re using Workflow Automation, you can set up your own customized notifications based on your preferred triggers and filters.Setup and installationConnect and choose your Slack notifications from within PipedriveSet up a channel in Slack to announce new deals to the team, keep them updated and share successes, or set up your own Slack notifications inside Workflow Automation.App ExtensionsWorkflow automationResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy Policy",Slack is the market-leading communication platform that brings all your company's conversations together in one place.,by Pipedrive,"Pipechat, JustCall, Re:amaze",https://pipedrive.slack.com/apps/A2VG0CJAE-dealbot-by-pipedrive-crm,https://support.pipedrive.com/hc/en-us/articles/115000530425-Slack-integration,mailto:support@pipedrive.com,https://www.pipedrive.com/en/privacy,https://www.pipedrive.com/en/terms-of-service,https://www.pipedrive.com/en/marketplace/app/dealbot-for-slack/41654835104d703b#user-reviews
2022-01-08,09:39:09 PM,Trengo,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/c8322f899814dead/screenshot/153c94aa-da31-4d9c-ae58-5fb953b88957/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/c8322f899814dead/screenshot/7d5246bc-3e92-4118-8d3d-55de13c99899/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/c8322f899814dead/icon/66580a77-f3ea-4e21-88df-97829c1dea63/original.png,5,1,Customer support,"DescriptionAll of your customer conversations in one shared inboxKey features:Omnichannel: Streamline emails, social media and WhatsApp messages, calls, text messages and more.The powerful team inbox allows you to see which messages you have already answered.You can generate comprehensive statistics for each channel, team or colleague. Post notes and comments for colleagues during a conversation or to the customer profile.Add colleagues to the inbox and answer all messages together with your team.The Pipedrive integration allows you to create and manage the linked contact with ease as well as its engagements and deals.Setup and installationRegister on https://trengo.com/register if you are not a user alreadyLogi nOnce on our dashboard, select a conversationIn the sidebar, choose to show PipedriveNow manage Pipedrive from inside Trengo! 👍ResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy PolicyDocumentationIssue tracker","This integration for Trengo’s sidebar allows companies to see and manage associated deals, contacts and more!",by Trengo,"Kixie PowerCall and SMS, CloudTalk, CallHippo",https://trengo.com/?utm_source=pipedrive&utm_medium=appstore&utm_campaign=button,https://help.trengo.com/en?utm_source=pipedrive&utm_medium=appstore&utm_campaign=button,mailto:team@trengo.com,https://trengo.com/privacy-statement?utm_source=pipedrive&utm_medium=appstore&utm_campaign=button,https://trengo.com/terms-and-conditions?utm_source=pipedrive&utm_medium=appstore&utm_campaign=button,https://www.pipedrive.com/en/marketplace/app/trengo/c8322f899814dead
2022-01-08,09:39:12 PM,Nvoip,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/5a66eaf4175e519c/screenshot/51b33dc9-e0b5-4e9a-be8c-54faac24115c/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/5a66eaf4175e519c/screenshot/fa1ff4fa-3ac8-4cb7-87fb-c1dc865e69f0/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/5a66eaf4175e519c/screenshot/1ffb5a92-79e9-48d2-8cf9-f4851d696318/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/5a66eaf4175e519c/screenshot/537c80c3-a4c4-40af-98df-987d761199e3/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/5a66eaf4175e519c/icon/2c3bc631-f4d2-4396-9e23-2eff263aa614/original.jpeg,4,5,Phone solutions,"DescriptionNvoip is a cloud-unified telephone platform. With this integration, you can make calls directly from Pipedrive and add a recording of the call to your deal’s activities.Setup and installationTo start using Nvoip, you only need to activate the Nvoip app in your Pipedrive account.Once you’ve installed the app, you need to change your default calling method in Pipedrive:To do this, go to Settings → Tools and Apps → Call Functions. 
Here, select “Personal” and on the field “Default Calling Method”, chose “Custom” and paste the code below:
http://api.nvoip.com.br/api/pipedrive?number=[number]&id_user=[user_id]&person_id=[person_id]&deal_id=[deal_id]&company_name=[company_name] Click save.If you are installing the app from Pipedrive’s Marketplace, you will be redirected to the start page of Nvoip Panel. Log in to an existing account or create a new one. Afterward, follow the steps described above. To integrate other users in your Pipedrive account, create a new user in Nvoip before you integrate with Pipedrive:
Go to ""Settings > Users > New User"".##Attention: Nvoip is currently available in Portuguese and English, but the payments are made in Brazilian Reals.ResourcesWebsitePricingSupport websiteSupport emailTerms of ServicePrivacy Policy",Nvoip is a cloud telephone platform tha allows you to make calls directly from Pipedrive and record activities in your deal at the same time.,by Nvoip,"Kixie PowerCall and SMS, CloudTalk, Wingman",https://www.nvoip.com.br/,https://suporte.nvoip.com.br/,mailto:suporte@nvoip.com.br,https://www.nvoip.com.br/politica-de-privacidade/,https://www.nvoip.com.br/documentos/termo-de-uso.pdf,https://www.pipedrive.com/en/marketplace/app/nvoip/5a66eaf4175e519c#user-reviews
2022-01-08,09:39:14 PM,Call Tracker,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/86ec8335a584c188/screenshot/0469b664-1475-4ef7-8c8e-af3b9a52c1d8/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/86ec8335a584c188/screenshot/477b166d-47bc-4521-bff8-697ed744d9b7/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/86ec8335a584c188/icon/29a652c0-d432-4a1d-9782-a6e10dfb53fa/original.png,0,,Phone solutions,"DescriptionCall Tracker for Pipedrive is a business app, which automatically transfers call logs from a smartphone to your CRM and is ideal for tracking calls to Pipedrive. This Call Tracker is exactly what you need to record calls, track their duration, add your comments, create rules for tracking and add voice notes.ResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy PolicyDocumentation",The business communication tool that compiles a call log synchronizing with Pipedrive.,by MagneticOne MobileWorks,"Kixie PowerCall and SMS, CloudTalk, Wingman",https://magneticonemobile.com/,https://magneticonemobile.com/contact-us/,mailto:support@magneticonemobile.com,https://magneticonemobile.com/support/privacy-policy/,https://magneticonemobile.com/support/terms-and-conditions/,https://www.pipedrive.com/en/marketplace/app/call-tracker/86ec8335a584c188
