date,time,name,images,logo,category,details,features,tagline,priceline,developer,timeline,ratings_count,rating,installs,help,tags,editions,platform,url 
2022-01-09,12:15:43 AM,CloudConnect Extension for Zoho,"https://mp-img1.zoho.com/view/extension/167000002988693, https://mp-img2.zoho.com/view/extension/167000003148039, https://mp-img2.zoho.com/view/extension/167000003148041, https://mp-img3.zoho.com/view/extension/167000003148043",https://mp-img1.zoho.com/view/logo/d20f661e-7527-440b-b220-22392b7edbed,Telephony,"Integrating Zoho CRM with CloudConnect’s Phonebridge gives you click-to-call functionality, so you can launch calls from directly within Zoho CRM. Launch or receive a call from Zoho CRM with pop-up notifications that contain caller information. You can also add contacts, add notes or details to those contacts during calls, and generate analytics for call details. This helps to boost productivity and automate your call processes as a next-gen business communication system.",Click-to-call dialing. Automated call logs. Integration with other business processes. Call reports and analytics,Integrate Zoho with a cloud-based telephony system from India’s DOT Licensed Virtual Network Operator,Free,Desk,"Jan 19, 2021",0.0,0,0,https://www.cloud-connect.in/public/frontend/pdf/Zoho_Phonebridge_Integration-%20CloudConnect%20V1.3.pdf,"unified communications and collaboration, Business Phone Systems, virtual phone system, Cloud unified communications, Hosted IVR, Cloud PBX, Telephony Integration, CloudTelephony, Cloud contact center","Professional, Enterprise, CRM Plus, Zoho One",Phonebridge,https://marketplace.zoho.com/app/desk/cloudconnect-extension-for-zoho
2022-01-09,12:15:45 AM,Accordia for Zoho Desk,"https://mp-img1.zoho.com/view/extension/167000000970765, https://mp-img2.zoho.com/view/extension/167000000970767, https://mp-img2.zoho.com/view/extension/167000000970769, https://mp-img3.zoho.com/view/extension/167000000970771",https://mp-img1.zoho.com/view/logo/e3399e02-5ea4-412f-b355-c146eab4af43,Telephony & SMS,"Accordia is a complete IP call center solution which makes it well-suited for micro, small and medium enterprises. We help our customers drive down costs by customizing and combining open source technologies with proprietary solutions. The Accordia extension for Zoho Desk enables you to provide a better customer experience for inbound and outbound phone calls. With features like caller notification screen pops, click-to-call dialing, and automatic call logging you can manage an enterprise-grade call center at a fraction of the cost.","Monitor call statistics of your agents such as the number of calls in queue, received, answered, missed and their total talk time.. Get access to standard controls such as the call on hold, call transfer, call queue, IVR, call script, voice recording and more.. Collaborate with other agents or supervisor via internal chat.. Call your customers with a single click from within Zoho Desk, without using the on-screen keypad.",Cloud-based contact center seamlessly integrated with Zoho Desk.,Free,Desk,"Jan 31, 2019",0.0,0,0,https://accordiasolution.com/products/accordia-zoho-desk-integration/,Telephony,"Professional, Enterprise, CRM Plus, Zoho One",Phonebridge,https://marketplace.zoho.com/app/desk/accordia-for-zoho-desk
2022-01-09,12:15:48 AM,VOZ Manager vPBX for Zoho,"https://mp-img1.zoho.com/view/extension/167000003716011, https://mp-img2.zoho.com/view/extension/167000003716009, https://mp-img2.zoho.com/view/extension/167000003716015, https://mp-img3.zoho.com/view/extension/167000003716013",https://mp-img1.zoho.com/view/logo/b9e94a76-97a2-4d44-ace0-6ba03d376d96,Telephony,"Make calls to your contacts with a single click and turn your calls into opportunities, or link those calls to your existing contacts' file for a perfect follow-up experience.",Click to call from any Zoho screen. Get call popups on your Zoho screen for incoming calls. Track your past contact calls. Get call reports in Zoho,Connect your VOZ Manager vPBX with Zoho to save time and track your calls,Free,Desk,"Sep 13, 2021",0.0,0,0,https://soporte.siptize.com/portal/en/kb/articles/zoho-integration,"Phonebridge, Phone, PBX, Telephony, VoIP, Communications, Click to Call, Voice","Professional, Enterprise, CRM Plus, Zoho One",Phonebridge,https://marketplace.zoho.com/app/desk/voz-manager-vpbx-for-zoho
2022-01-09,12:15:50 AM,Core Phone for Zoho,"https://mp-img1.zoho.com/view/extension/167000004032863, https://mp-img2.zoho.com/view/extension/167000004032865, https://mp-img2.zoho.com/view/extension/167000004032867, https://mp-img3.zoho.com/view/extension/167000004032869",https://mp-img1.zoho.com/view/logo/abab3345-eab8-4371-a7ba-4fed60f25fdd,Telephony,"TCT Extension for Zoho is an innovative solution to integrate your phone system with the Zoho platform, helping your sales and support teams handle more calls effectively. Users can manage all call-related activities inside Zoho and enrich customer interactions through call notifications, click-to-dial, and call recording integration features.","Screen pop-ups for calls: Receive screen pop-ups for incoming and outgoing calls to instantly see who is calling you or being called.. Click to call any contact within Zoho.. Get notifications for inbound calls.. Get call recordings, notes, and calling events logged automatically in Core Phone for Zoho.",Power up your phone system and enrich customer interactions seamlessly,Free,Recruit,"Jan 3, 2022",0.0,0,0,https://tct-web.com/corephone/,"Customer Service, Sales, Telephony","Standard, Professional, Enterprise, Zoho One, People Plus",API,https://marketplace.zoho.com/app/recruit/core-phone-for-zoho
2022-01-09,12:15:53 AM,CloudTalk VoIP for Zoho,"https://mp-img1.zoho.com/view/extension/167000002762789, https://mp-img2.zoho.com/view/extension/167000002762791, https://mp-img2.zoho.com/view/extension/167000002762793, https://mp-img3.zoho.com/view/extension/167000002762795",https://mp-img1.zoho.com/view/logo/427d7901-2dd0-4916-86d1-a22600075a87,Telephony,"Calls are one of the most important communication channels for sales reps. By integrating your phone system with Zoho, you can help your sales team save time and work efficiently.","Screen pop-up: With your inbound and outbound calls, screen pop-ups let you know who’s on the line and instantly bring up their Zoho account record.. Quick-add contacts and other actions: Create new contacts quickly and efficiently while you’re on calls with new prospects or customers. You can also simply add the next task or appointment from a screen pop-up.. Click-to-dial: Click to dial any number from Zoho, and the app instantly connects the call through your CloudTalk VoIP service. It will also tie the call record to any contact in your Zoho account.. Call Logging and reporting: Calls are automatically logged as an Activity in your Zoho app to allow easy reporting, sorting, and prioritization of customer activities.",CloudTalk is a cloud-based phone system that integrates with your Zoho products,Free,Desk,"Sep 3, 2020",5.0,1,1,https://comresusa.com/wp-content/uploads/2020/08/cloudtalk_user_guide.pdf,"Phone, Telephony, VoIP, CRM","Professional, Enterprise, CRM Plus, Zoho One",Phonebridge,https://marketplace.zoho.com/app/desk/cloudtalk-voip-for-zoho
2022-01-09,12:15:55 AM,Phone.com for Zoho,"https://mp-img1.zoho.com/view/extension/167000001043033, https://mp-img2.zoho.com/view/extension/167000001043035, https://mp-img2.zoho.com/view/extension/167000001043037, https://mp-img3.zoho.com/view/extension/167000001043039",https://mp-img1.zoho.com/view/logo/2d997afb-6e0a-439e-8f08-d094a81dce73,Telephony,"No more leaking leads with Phone.com and Zoho. Auto populate fields with lead information and keep track of every call, every time. Save time and maximize productivity with Phone.com and Zoho .","Connecting with customers means treating them like people, not leads.. Automatically convert calls to leads and Click to Call functionality.. With Phone.com and Zoho you can get past the call management and onto the relationship that makes for successful sales.. Reminders to help keep those calls on time and on subject and Greet callers by name for that extra touch of customer service.",Quickly integrate your Phone.com account with Zoho and maximize your productivity,Free,SalesIQ,"Feb 19, 2019",1.0,1,1,https://integrations.phone.com/crm/zoho/doc/customer-admin-guide,Telephony,"Standard, Professional, Enterprise",API,https://marketplace.zoho.com/app/salesiq/phone-com-for-zoho-crm
2022-01-09,12:16:00 AM,Restaurants,"https://mp-img1.zoho.com/view/extension/167000000177049, https://mp-img2.zoho.com/view/extension/167000000177051, https://mp-img2.zoho.com/view/extension/167000000177053, https://mp-img3.zoho.com/view/extension/167000000177055",https://mp-img1.zoho.com/view/logo/ed79ffd9-18d4-4702-99bb-0e861a5584b1,Business,"Manage all the data in your restaurant with ease. From people and food to processes and service, keep employees on the ball and your customers satisfied.","Designate your employees as customer representatives, executives, or other roles in your restaurant.. Keep up with your prices and discounts, and send automatic invoices to your customers.. Delegate everyday tasks, and let employees update statuses when they're done.. Review menus, prices and taxes, and upcoming reservations -- all from your dashboard.",Manage all the data in your restaurant with ease.,Free,Zoho Corporation,"Mar 27, 2017",1.7,,700,,Business,"Standard, Professional, Enterprise",Custom Apps,https://marketplace.zoho.com/app/customapps/restaurants
2022-01-09,12:16:04 AM,Twilio Plus for Zoho Desk,"https://mp-img1.zoho.com/view/extension/167000003936963, https://mp-img2.zoho.com/view/extension/167000003936965, https://mp-img2.zoho.com/view/extension/167000003936967, https://mp-img3.zoho.com/view/extension/167000003936969",https://mp-img1.zoho.com/view/logo/465da5e5-b47e-4844-b232-fdcb89005ce7,Telephony & SMS,"Twilio SMS for Zoho Desk adds two-way SMS and MMS functionality to Zoho Desk, which enables your customers to reach out and seek support via SMS/MMS and your support agents to reply to them from the Desk interface.Customers can create help tickets by sending a simple SMS/MMS, get SMS notifications about their existing tickets, and can converse with agents through messages.","Send and receive messages: Inbound and outbound SMS/MMS support with automatic ticket creation when customers send a text message to the Twilio support number.. Auto-responder: Send customized automated messages to the customer on initial ticket creation.. Automatic SMS/MMS system: Customers can receive notifications on ticket updates, including ticket status change or the addition of a note or reply.. SMS templates: Custom message templates with dynamic placeholder tags enable personalized experiences.",Enable two-way SMS/MMS communication between support agents and customers.,Paid,Desk,"Nov 23, 2021",0.0,0,0,https://docs.google.com/document/d/1YZYDekgIHbrTgom8i3_2PIO_w9YhgKlu/edit?usp=sharing&ouid=107005663135419852312&rtpof=true&sd=true,"MMS, Integration, SMS, Twilio, Templates, Notifications","Professional, Enterprise, CRM Plus, Zoho One",API,https://marketplace.zoho.com/app/desk/twilio-plus-for-zoho-desk
2022-01-09,12:16:09 AM,Jira for Zoho Projects powered by Zoho Flow,"https://mp-img1.zoho.com/view/extension/167000002948331, https://mp-img2.zoho.com/view/extension/167000002948333, https://mp-img2.zoho.com/view/extension/167000002948335, https://mp-img3.zoho.com/view/extension/167000002948337",https://mp-img1.zoho.com/view/logo/46112bb8-9780-4d6d-aa26-d00d370caf70,Productivity,"JIRA Cloud is project management software for agile teams. With features such as backlog prioritization, issue tracking, and sprint planning, you can plan and execute your projects effectively.This integration helps customers access crucial information without leaving Zoho Projects, and also lets them create projects for clients who are JIRA users. Any change in projects, issues, comments, and issue statuses made in JIRA will be reflected in Zoho Projects promptly.","New projects created in JIRA will be added to Zoho Projects.. When an issue status is updated as Done in JIRA, it will be reflected in Projects.. New issues created in JIRA will be added as tasks in Projects.",Data sync between JIRA and Zoho Projects made simple through Zoho Flow.,Free,Projects,"Dec 7, 2020",0.0,0,0,https://writer.zoho.com/writer/open/jyev46c66a33ad588493f9c0983e3ab01bd37,"Tasks, Project management, Projects, jira","Free, Standard, Express, Premium, Enterprise, CRM Plus, Zoho One",API,https://marketplace.zoho.com/app/projects/jira-for-zoho-projects-powered-by-zoho-flow
2022-01-09,12:16:12 AM,Typeform Extension for Zoho Desk,"https://mp-img1.zoho.com/view/extension/167000003091239, https://mp-img2.zoho.com/view/extension/167000003197827, https://mp-img2.zoho.com/view/extension/167000003197829, https://mp-img3.zoho.com/view/extension/167000003197831",https://mp-img1.zoho.com/view/logo/cc3b6f0d-31e9-467b-b630-efda0c10f26f,IT and Administration,"Typeform makes forms and surveys interactive, easy to create, and simple to manage. Zoho Desk is context-aware help desk software used by customer service teams and support agents to streamline the support process and deliver a great customer experience. Step up your customer support by integrating Zoho Desk with Typeform, which is a collaboration at its finest for providing a flawless customer service experience.The Typeform extension for Zoho Desk makes it easier to automatically convert Typeform entries into a new ticket in Zoho Desk. Use our extension to connect Typeform and Zoho Desk the way you want by mapping the Typeform fields with the Zoho Desk fields. Enable support agents to respond to tickets contextually and deliver an excellent support experience to your customers.",Triggers when a new entry is submitted in the Typeform. Map the Typeforms to different departments in the Zoho Desk to capture the customer requests/complaints contextually. Collect required data from the Typeform fields and automatically send them to the equivalent fields in Zoho Desk. Match Typeform questions to already existing fields/new fields with Zoho Desk,Turn Typeform entries into a ticket in Zoho Desk,Paid,Desk,"Jan 31, 2021",5.0,3,3,https://www.bizappln.com/typeform-with-zohodesk-integration/helpdoc.html,"Tickets, TypeForm, Survey tools, online forms, Online survey","Enterprise, CRM Plus, Zoho One",API,https://marketplace.zoho.com/app/desk/zohodesk-integration-with-typeform
2022-01-09,12:16:18 AM,Zoho Notebook Extension for Zoho Mail,"https://mp-img1.zoho.com/view/extension/167000004044663, https://mp-img2.zoho.com/view/extension/167000004044665, https://mp-img2.zoho.com/view/extension/167000004044667, https://mp-img3.zoho.com/view/extension/167000004044669",https://mp-img1.zoho.com/view/logo/639cdc95-c3bf-4b31-ba91-0cdfda0801dd,Productivity,"Zoho Notebook is an easy-to-use note taking app that can be synced across all your devices.This integration in eWidget lets you manage your Zoho Notebook notes from within Zoho Mail. You can access note cards, compose emails with your notes, and associate notes with mail threads, all from your mailbox.","Add notes and to-dos to Zoho Notebook from Zoho Mail. Associate your notes to an email and view it while reading the mail. Convert your emails into Zoho Notebook notes, include attachments, and associate them with emails in Zoho Mail. Add the content of your notes to an email using the 'compose mail' option in the widget",Add emails as Notes in Notebooks,Free,Mail,"Apr 15, 2019",0.0,0,0,https://www.zoho.com/mail/help/zohomail-notebook-integration.html,,"Standard, Professional, Enterprise",Built-in App,https://marketplace.zoho.com/app/mail/zoho-notebook-extension-for-zoho-mail
2022-01-09,12:16:21 AM,Bitbucket,"https://mp-img1.zoho.com/view/extension/167000000302529, https://mp-img2.zoho.com/view/extension/167000000302531, https://mp-img2.zoho.com/view/extension/167000000302533, https://mp-img3.zoho.com/view/extension/167000000302535",https://mp-img1.zoho.com/view/logo/32098bdf-7f42-452d-8bc6-a06d4cb731bb,IT and Administration,"With the Bitbucket extension for Cliq, manage your team's code repositories right within your Cliq window.",Stay notified of any updates made to your Bitbucket Repositories.. View a graphical representation of your team's contribution.. View Issue Resolution Status within your chat window.,Collaborate about code check ins in BitBucket right from Cliq!,Free,Cliq,"Jul 11, 2018",2.7,,,https://www.zoho.com/cliq/help/integrations/bitbucket.html,IT and Administration,"Free, Unlimited",Sigma,https://marketplace.zoho.com/app/cliq/bitbucket
2022-01-09,12:16:24 AM,Brekeke PBX for Zoho,"https://mp-img1.zoho.com/view/extension/167000003389071, https://mp-img2.zoho.com/view/extension/167000003389073, https://mp-img2.zoho.com/view/extension/167000003389075, https://mp-img3.zoho.com/view/extension/167000001817039",https://mp-img1.zoho.com/view/logo/8b02475c-df50-4945-a1cc-2111a293e770,Telephony,"Our award winning Brekeke PBX is a SIP-based IP-PBX phone system is designed for  enterprises and service providers. The Brekeke PBX MT (Multi-Tenant) offers true  multi-tenancy capability and allows service providers to work with multiple organization  accounts from their Zoho on a single server. Another reason why service providers  choose Brekeke PBX for their platform products is its reliable and trusted redundancy  feature. By integrating Zoho and Brekeke PBX, service providers can instantly build a reliable and robust service for their clients.  For more information on Brekeke PBX, please visit http://www.brekeke.com/pbx/","True MultiTenancy:Brekeke PBX offers true multi-tenant capabilities, which allow  service providers to work with multiple Zoho organization accounts on a single  server.. WebRTC ready: Users can receive incoming audio/video calls on the WebRTC client  connected with Zoho. Visitors to the site can contact agents from their web browsers  without installing special applications.. WebSocket API: Developers can create companion applications for Brekeke PBX  with JavaScript or any major programming languages with simple API.",Ingegrate Zoho with Brekeke PBX to offer web chat and video calls on  your website!,Paid,Bigin,"Jan 9, 2020",0.0,0,0,"https://docs.brekeke.com/pbx/integration-with-zoho-crm, https://www.brekeke.com/doc/pbx/pbx_admin_basic.pdf, https://docs.brekeke.com/, https://www.brekeke.com/case-study/hosted-pbx.php","Zoho CRM integration, Phonebridge, Contact Center, PBX, Telephony, Zoho CRM, SIP, Call Center, Webrtc, Business Phone System","Free, Express, Zoho One",Phonebridge,https://marketplace.zoho.com/app/bigin/brekeke-pbx-for-zoho-crm
2022-01-09,12:16:30 AM,Google Calendar for Zoho Mail,"https://mp-img1.zoho.com/view/extension/167000002168189, https://mp-img2.zoho.com/view/extension/167000002168191, https://mp-img2.zoho.com/view/extension/167000002168193, https://mp-img3.zoho.com/view/extension/167000002168195",https://mp-img1.zoho.com/view/logo/de09e6c2-8df3-4179-ae5b-3ece0371bcda,Meeting & Calendar Sync,"The Google Calendar extension for Zoho Mail lets you create events in Zoho Mail and sync them with your Google Calendar. You can now schedule, edit, or cancel events in Google Calendar from Zoho Mail. This extension also lets you set reminders to notify attendees about upcoming events. The links to meetings, if any, can also be shared through emails.","Create events in Google Calendar from Zoho Mail. Choose which calendar you want to create an event for. Edit or delete events as needed. View events in daily, weekly, monthly, and yearly calendar views",Synchronize events between Zoho Mail and Google Calendar,Free,Mail,"Mar 22, 2020",2.2,,300,https://www.zoho.com/mail/help/zohomail-google-calendar-extension.html,"Customer Service, Collaboration","Standard, Professional, Enterprise",Sigma,https://marketplace.zoho.com/app/mail/google-calendar-for-zoho-mail
2022-01-09,12:16:36 AM,Product Catalogue,"https://mp-img1.zoho.com/view/extension/167000000088051, https://mp-img2.zoho.com/view/extension/167000000088053, https://mp-img2.zoho.com/view/extension/167000000088055, https://mp-img3.zoho.com/view/extension/167000000088057",https://mp-img1.zoho.com/view/logo/998de40c-9806-4d11-8cf8-b515cad0f151,Sales,"See all of your products in a single place. Add product details to your app, upload images, and create a list of your business vendors. Share the app with your them so they can review and rate the products you offer.","Build a database of your products, complete with images and specifications.. See your most popular products, represented in graphs and charts.. Maintain a list of vendors you deal with regularly.",Go digital with your showcase,Free,Zoho Corporation,"Nov 7, 2017",4.0,1,800,,Sales,"Standard, Professional, Enterprise",Custom Apps,https://marketplace.zoho.com/app/customapps/product-catalogue
2022-01-09,12:16:40 AM,SparkTG Extension for Zoho,"https://mp-img1.zoho.com/view/extension/167000003187481, https://mp-img2.zoho.com/view/extension/167000003187483, https://mp-img2.zoho.com/view/extension/167000003187485, https://mp-img3.zoho.com/view/extension/167000003187487",https://mp-img1.zoho.com/view/logo/96c3131b-fad2-46a3-a367-0deb5a7716be,Telephony,"SparkTG is a cloud-based contact center solution for enhanced workforce collaboration and customer service that integrates seamlessly with Zoho CRM. With this integration you can manage incoming and outgoing calls as well as capture any call-related data in Zoho CRM. Distribute calls to agents using efficient routing logic, manage call queues, record calls, and better manage your agents. Improve your agent productivity and customer satisfaction with the SparkTG - Zoho integration.","Receive incoming calls with customer details and initiate outbound calls right from Zoho CRM. View past call details with any associated activity information. Create new records and add tasks or follow-up activities. Manage and setup contact center support like multilevel IVR, call routing options, personalized welcome greetings, multiple agent and caller reports, real-time monitoring, bulk outbound dials, and automatically scheduled follow-ups",Optimize agent performance and increase efficiency,Free,Desk,"Feb 9, 2021",5.0,2,2,https://www.sparktg.com/zoho-integration.html,"cloud telephony, IVR, Toll Free, Telephony, Virtual Receptionist, Contact Centre Solution","Professional, Enterprise, CRM Plus, Zoho One",Phonebridge,https://marketplace.zoho.com/app/desk/sparktg-extension-for-zoho
2022-01-09,12:16:46 AM,Zoho Assist for Zoho Desk,"https://mp-img1.zoho.com/view/extension/167000003111005, https://mp-img2.zoho.com/view/extension/167000003111007, https://mp-img2.zoho.com/view/extension/167000003111009, https://mp-img3.zoho.com/view/extension/167000003111011",https://mp-img1.zoho.com/view/logo/968b30ef-0749-4426-a492-8742059fd349,Agent Productivity,"Zoho Assist is remote support software that helps support technicians schedule and offer screen sharing to customers. It allows you to view and control customer computers from anywhere—particularly useful when dealing with failing machines, reproducing bugs, or clients that demand immediate turnaround. Zoho Desk's integration with Zoho Assist broadens your support capabilities, as you can initiate remote support and screen sharing sessions directly from Zoho Desk tickets.","Initiate a fast and secure remote support session from inside customer tickets.. Session details, including duration, notes, and feedback, are added to the ticket for future reference.. Schedule a remote support session at your customer's preferred date and time, and set up session reminder messages to reduce cancellations and no-shows.. Advanced features, like file transfer, reboot, instant chat, and multi-monitor navigation, can help resolve tickets faster.",Launch secure remote support sessions from inside support tickets.,Free,Desk,"Jan 10, 2021",0.0,0,0,https://help.zoho.com/portal/en/kb/desk/for-administrators/integrations-and-add-ons/articles/configure-zoho-assist-addon-for-zoho-desk,"Customer Service, Screen sharing, Assist, Remote support","Standard, Professional, Enterprise, CRM Plus, Zoho One",Built-in App,https://marketplace.zoho.com/app/desk/zoho-assist-for-zoho-desk
2022-01-09,12:16:50 AM,Servetel Extension for Zoho,"https://mp-img1.zoho.com/view/extension/167000002606149, https://mp-img2.zoho.com/view/extension/167000002606151, https://mp-img2.zoho.com/view/extension/167000002606153, https://mp-img3.zoho.com/view/extension/167000002606155",https://mp-img1.zoho.com/view/logo/213d4590-9616-48c7-940e-f447626c500c,Telephony,"Servetel, integrated with Zoho CRM, facilitates your business communication and operations. Set up Zoho CRM integration within minutes to use cloud-based solutions such as call tracking and a single screen for all customer information. Cloud communication enables remote working and, with this Zoho CRM integration, you can run multiple processes without switching screens.",Click-to-Call: Call and follow up with your leads and accounts from Zoho CRM to enhance call efficiency and boost productivity.. Contact Management: Import all your contacts from Servetel into Zoho CRM. Get a caller's details in a pop-up before answering their call and add important notes while on the call.. Call Recording: Keep track of a deal's progress from customer responses. These recordings can be accessed at any time.. Comprehensive Analytics and Reporting: Receive analytics about your calls in real time and respond appropriately.,Improve collaboration and make communication effortless,Free,Desk,"Jul 21, 2020",5.0,1,1,https://www.servetel.in/integrate-servetel-with-zoho-crm/,"Phonebridge, Telephony","Professional, Enterprise, CRM Plus, Zoho One",Phonebridge,https://marketplace.zoho.com/app/desk/servetel-extension-for-zoho-crm
2022-01-09,12:16:53 AM,Squaretalk Axiom,"https://mp-img1.zoho.com/view/extension/167000000136089, https://mp-img2.zoho.com/view/extension/167000003083355, https://mp-img2.zoho.com/view/extension/167000003083357",https://mp-img1.zoho.com/view/logo/7b3f5d79-de6f-4eea-9780-5886e9f0274f,Telephony,"Squaretalk Axiom’s native integration with Zoho lets you set up your call center quickly, connect your phones and chosen Zoho product, and start working. It offers a robust set of features and the unique ability to customize additional integrations quickly and easily.","Easily IntegrateConnect Zoho and start making and receiving calls from any computer with the click of a mouse. Share key call information including call history, recordings, key metrics, and any other relevant caller or agent data.. Remote Work and SecurityEnjoy one of the strongest VoIP security infrastructures that reduce exposure to non-trusted networks, blocks threats at the highest level, and allows secure communications and business collaboration.. Intelligent Skill-Based RoutingForward your clients to the team with the right skills including language and technical expertise and connect them directly to the most appropriate agent based on their Zoho CRM profile while skipping the IVR.. Follow up on missed calls and keep track of potential lost business.",Axiom - Cloud Contact Center Platform,Paid,Bigin,"Mar 12, 2018",5.0,12,12,https://www.squaretalk.com/axiom,"PBX, Telephony, Customer support, Click to Call, Voice","Free, Express, Zoho One",Phonebridge,https://marketplace.zoho.com/app/bigin/squaretalk-axiom
2022-01-09,12:16:57 AM,VoIPstudio for Zoho Recruit,"https://mp-img1.zoho.com/view/extension/167000002126513, https://mp-img2.zoho.com/view/extension/167000002126515, https://mp-img2.zoho.com/view/extension/167000002126517, https://mp-img3.zoho.com/view/extension/167000002126519",https://mp-img1.zoho.com/view/logo/90e85120-391d-45f8-a3d7-4a9d198b15e7,Communication,"VoIPstudio is an enterprise-grade phone system that provides more than 50 advanced PBX features to help organizations streamline their business communications, save money on call costs, and collaborate more effectively. The VoIPstudio extension for Zoho Recruit allows you to manage your inbound and outbound calls directly from your Recruit database. Save time and ensure that all calls are accurately recorded and annotated by integrating VoIPstudio with Zoho Recruit.",Click-to-call for simple and fast outbound dialling. Save call costs with competitive outbound call rates. Be ready to greet inbound callers with call pop ups. Record and store your calls for a comprehensive call history,"VoIPstudio business phone system: affordable, scalable, and reliable",Paid,Recruit,"Mar 8, 2020",0.0,0,0,https://voipstudio.com/docs/administrator/integrations/zoho/,"Telephony, VoIP, Communication","Professional, Enterprise, Zoho One, People Plus",API,https://marketplace.zoho.com/app/recruit/voipstudio-for-zoho-recruit
2022-01-09,12:17:02 AM,Zoho SalesIQ for Zoho Invoice,"https://mp-img1.zoho.com/view/extension/167000003887655, https://mp-img2.zoho.com/view/extension/167000003887657, https://mp-img2.zoho.com/view/extension/167000003887659, https://mp-img3.zoho.com/view/extension/167000003887661",https://mp-img1.zoho.com/view/logo/e36d0ec1-9dbf-4cda-a24c-4b400e30d99a,Customer Service,Connecting Zoho Invoice with Zoho SalesIQ helps improve your customer relationships by providing round-the-clock assistance to your customers through a live chat option in your Client Portal.,Connect your SalesIQ portal with Zoho Invoice to enable the chat widget within the client portal without writing a single line of code. Create canned messages for frequently asked questions and reduce your support resolution time. Get paid faster by providing your customers with a way to reach out to you when they face issues with payments. Set up a bot to handle customer questions when you're offline,Provide live chat support for your customers in Zoho Invoice.,Free,Invoice,"Nov 8, 2021",0.0,0,0,https://www.zoho.com/invoice/help/integrations/salesiq.html,"Chat support, Finance, Chatbot, Customer assistance",Free,Built-in App,https://marketplace.zoho.com/app/invoice/zoho-salesiq-for-zoho-invoice
2022-01-09,12:17:07 AM,Applymyjobs,https://mp-img1.zoho.com/view/extension/167000000111399,https://mp-img1.zoho.com/view/logo/818f04da-bb9b-4e5f-a8ec-6c65665ea2cf,Job Boards,Applymyjobs is Australia's and New Zealand's fast growing job portal that identifies right person for the right job with right skills.,Employers post jobs and Applymyjobs recommends the best matching candidates to Employers based on the skills of job seekers.. The AutoApply feature runs every two hours and applies to the jobs so that job-seekers do not miss out on any job opportunity that comes on the website.,Applymyjobs recommends the best matching candidates to employers.,Free,Recruit,"Dec 7, 2017",0.0,0,0,https://www.zoho.com/recruit/helpnew/job-boards-resumes/,Job Boards,"Standard, Professional, Enterprise, Zoho One, People Plus",Built-in App,https://marketplace.zoho.com/app/recruit/applymyjobs
2022-01-09,12:17:13 AM,RingCentral,"https://mp-img1.zoho.com/view/extension/167000000111261, https://mp-img2.zoho.com/view/extension/167000000111263, https://mp-img2.zoho.com/view/extension/167000000111265, https://mp-img3.zoho.com/view/extension/167000000111267",https://mp-img1.zoho.com/view/logo/5c418ae0-1e64-4ccf-8c28-2436bd58ed88,Communication,"Call, text, fax, make conference calls, have online meetings, etc, anytime from any device without the need for changing different systems.","Know your caller and be ready with the right information before the call.Never miss out calls as a call missed could be a customer lost to your business.. Get a quick glance at the essentials in the business card view, before you attend the call from a customer.. Set up reminders for the calls so that you do not miss the opportunity to call the customer.. Jot down a call description during or after the call and save the effort of remembering the details after the call.",RingCentral is a cloud-based communication system which is made for business. It is simple to set up and use.,Free,Recruit,"Dec 6, 2017",5.0,1,1,,Telephony,"Professional, Enterprise, Zoho One, People Plus",Built-in App,https://marketplace.zoho.com/app/recruit/ringcentral
2022-01-09,12:17:19 AM,MailChimp for Zoho Desk,"https://mp-img1.zoho.com/view/extension/167000000822307, https://mp-img2.zoho.com/view/extension/167000000822309, https://mp-img2.zoho.com/view/extension/167000000822311, https://mp-img3.zoho.com/view/extension/167000000822313",https://mp-img1.zoho.com/view/logo/89325604-6a17-4857-b245-0528778066ee,Sales & Marketing,"Install the MailChimp extension for Zoho Desk to have a look of your email campaigns from your helpdesk itself. With this integration, support team members can get a full picture on the email campaigns sent to customers and the status of each of those campaigns. Adding to the convenience, they can also send campaigns from Zoho Desk.",View all MailChimp Campaigns and their statuses from within Zoho Desk.. Understand the engagement levels of all MailChimp Mailing Lists from Zoho Desk. Check to see if a user has opened the campaign from a ticket's detail page.. Send campaigns from Zoho Desk.,View MailChimp Campaigns right from Zoho Desk,Paid,Desk,"Feb 25, 2019",3.0,2,2,https://help.zoho.com/portal/kb/articles/integrate-mailchimp-with-zohodesk,Customer Service,"Standard, Professional, Enterprise, CRM Plus, Zoho One",Sigma,https://marketplace.zoho.com/app/desk/mailchimp-for-zoho-desk
