date,time,name,images,logo,details,sandboxed,priceline,developer,hosted_at,works_with,examples,developer_website,privacy_policy,terms_of_service,url
2022-01-09,11:28:01 AM,Story Recorder,"https://galleryapi.tableau.com/productfiles/40/28/InsightRocket_StoryRecorder_Shot1.png, https://galleryapi.tableau.com/productfiles/40/28/InsightRocket_StoryRecorder_Shot1.png, https://galleryapi.tableau.com/productfiles/40/28/InsightRocket_StoryRecorder_Shot2.png, https://galleryapi.tableau.com/productfiles/40/28/InsightRocket_StoryRecorder_Shot3.png",https://galleryapi.tableau.com/productfiles/40/InsightRocket_StoryRecorder_Icon.png,"Insight Rocket Story Recorder combines the power of Tableau dashboards with easily typed in narrative, allowing you to take your audience on an interactive journey. Simply press “record” and then take the dashboard actions that you would like associated with a given word or phrase. When your readers click on those words, the actions you’ve recorded will be replayed. Story Recorder allows you to reveal to your audience the hidden stories within your dashboards. The extension in the gallery can be used within the Superstore, Regional, and World Indicators sample workbooks. Upon subscribing to our newsletter, you’ll receive the unlimited version of Story Recorder, the latest addition to Insight Rocket’s storytelling and publishing automation platform for Tableau.",,License Required,Insight Rocket,https://demo.insightrocket.com/storyrecorder,Tableau 2018.2 and later,,https://www.insightrocket.com/,https://www.insightrocket.com/privacy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/40?version=2021.1
2022-01-09,11:28:02 AM,Filter Bookmarks,"https://galleryapi.tableau.com/productfiles/103/103/Tableau_FilterBookmarks_Shot1.png, https://galleryapi.tableau.com/productfiles/103/103/Tableau_FilterBookmarks_Shot1.png, https://galleryapi.tableau.com/productfiles/103/103/Tableau_FilterBookmarks_Shot2.png, https://galleryapi.tableau.com/productfiles/103/103/Tableau_FilterBookmarks_Shot3.png",https://galleryapi.tableau.com/productfiles/103/FilterBookmarks.png,"NEW: You can now use an image as your button. Simply change your button style and upload* an image!
This extension enables you to add a button directly into your dashboard that resets to certain filter settings. Great for embedded dashboards that do not have the toolbar showing or for a more intuitive interface.

Set your dashboard filters to how you want them to be reset when the button is pushed.

Open the configuration window and click ""Save Settings"".


Optional: Customize your buttons label/image and colors.
Note: You can add as many instances of this extension as you like with different settings!
*Images do not actually get uploaded anywhere, they are Base64 encoded and saved locally in the workbook settings
Source code on GitHub",,Free,Tableau,https://extensions.tableauusercontent.com/sandbox/filter-bookmarks/index.html,Tableau 2019.4 and laterAccess a version compatible with 2019.4 and laterTableau Public (2020.1 and later),,https://github.com/tableau/extension-filter-bookmarks,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/103?version=2021.1
2022-01-09,11:28:13 AM,Pixel Perfect,"https://galleryapi.tableau.com/productfiles/610/USEReady_PixelPerfect_Shot1.gif, https://galleryapi.tableau.com/productfiles/610/USEReady_PixelPerfect_Shot1.gif, https://galleryapi.tableau.com/productfiles/610/USEReady_PixelPerfect_Shot2.gif, https://galleryapi.tableau.com/productfiles/610/USEReady_PixelPerfect_Shot3.gif",https://galleryapi.tableau.com/productfiles/610/USEReady_PixelPerfect_Icon2.png,"Pixel Perfect extension is a one stop print ready reporting solution which can support:

Print Ready and well formatted reports in Tableau
Make reports available in popular export formats like pdf, ppt, excel, csv, doc, html etc.
Paginated Reports with Page Numbers, Page Breaks and Repeatable Headers
Flat Reports without limitations to number of rows and columns
Report Distribution via email and SFTP

To experience the workflow please visit our Tableau Server 
Username: PPR_Explorer
Password: PPR@Useready#321",,License Required,USEReady,https://pixelperfectprod.useready.com/home/indextabe.html,Tableau 2018.2 and later,,https://www.useready.com/pixel-perfect/,https://www.useready.com/privacy-policy/,https://www.useready.com/privacy-policy/,https://extensiongallery.tableau.com/extensions/610?version=2021.1
2022-01-09,11:28:14 AM,Network Analysis,"https://galleryapi.tableau.com/productfiles/299/Billigence_NetworkAnalysis_Shot1.gif, https://galleryapi.tableau.com/productfiles/299/Billigence_NetworkAnalysis_Shot1.gif, https://galleryapi.tableau.com/productfiles/299/Billigence_NetworkAnalysis_Shot2.gif, https://galleryapi.tableau.com/productfiles/299/Billigence_NetworkAnalysis_Shot3.gif",https://galleryapi.tableau.com/productfiles/299/Billigence_NetworkAnalysis_Icon.png,"Network Analysis helps you visualize a network of connected nodes and edges, allowing for easy analysis of entity relationships.
Typical use-cases involve analysis of potential fraud, social networks and more.
In order for the Extension to work properly, the underlying data needs to be formatted in a certain way. Please refer to Instructions section (marked with ? symbol) within the Extension for more information.
For more information on how to run Extension in your Dashboard, our Data Privacy Policy or other Tableau Extensions we offer, visit www.billigence.com/tableau-extensions.",,License Required,Billigence,https://biappsstore.com/extensions/network/index.html,Tableau 2018.2 and later,,https://billigence.com/tableau-extensions/network-analysis/,https://billigence.com/tableau-extensions/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/299?version=2021.1
2022-01-09,11:28:15 AM,DataTables,"https://galleryapi.tableau.com/productfiles/118/117/ToanHoang_DataTables_Shot1.png, https://galleryapi.tableau.com/productfiles/118/117/ToanHoang_DataTables_Shot1.png, https://galleryapi.tableau.com/productfiles/118/117/ToanHoang_DataTables_Shot2.png, https://galleryapi.tableau.com/productfiles/118/117/ToanHoang_DataTables_Shot3.png",https://galleryapi.tableau.com/productfiles/118/ToanHoang_DataTables_Icon.png,"The DataTables Extension for Tableau gives you the extension that you have always wanted. Add the DataTables extension to a Tableau Dashboard, point the DataTables extension to a worksheet, and the result is a fast, searchable and interactive table. This extension is hosted by Tableau Magic and you can download the .trex to get started immediately; the DataTables extension has also been open-sourced for internal enterprise deployments.",,Free,Tableau Magic,https://extensions.tableauusercontent.com/sandbox/datatables/index.html,Tableau 2019.4 and laterAccess a version compatible with 2019.4 and laterTableau Public (2020.1 and later),,https://tableaumagic.com/,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/118?version=2021.1
2022-01-09,11:28:26 AM,Write-Back,"https://galleryapi.tableau.com/productfiles/114/113/XpandIT_WriteBack_Shot1.gif, https://galleryapi.tableau.com/productfiles/114/113/XpandIT_WriteBack_Shot1.gif, https://galleryapi.tableau.com/productfiles/114/113/XpandIT_WriteBack_Shot2.gif, https://galleryapi.tableau.com/productfiles/114/113/XpandIT_WriteBack_Shot3.gif",https://galleryapi.tableau.com/productfiles/114/write-back_70x70.png,"Write-Back allows you to take the Tableau usage further and implement use cases where you need users to input data, such as forecasting, planning, adding comments or any actionable process. This is all done in an agile way but fully controlled and secured, including features like on-premise execution, audit, multiple back-end databases and integrated authentication. Try it with our live demo by downloading the Trex and our sample workbook, the database password is “password”, and don’t forget to check our product page.",,License Required,Xpand IT,https://demo.writeback4t.com/twbe/site/default,Tableau 2018.2 and later,,https://www.writeback4t.com/?utm_source=tableau_gallery&utm_medium=link&utm_campaign=tableau_gallery,https://www.xpand-it.com/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/114?version=2021.1
2022-01-09,11:28:27 AM,Auto Refresh,"https://galleryapi.tableau.com/productfiles/115/114/Starschema_AutoRefresh_Shot1.png, https://galleryapi.tableau.com/productfiles/115/114/Starschema_AutoRefresh_Shot1.png, https://galleryapi.tableau.com/productfiles/115/114/Starschema_AutoRefresh_Shot2.png, https://galleryapi.tableau.com/productfiles/115/114/Starschema_AutoRefresh_Shot3.png",https://galleryapi.tableau.com/productfiles/115/Starschema_AutoRefresh_Icon.png,"With Starschema's Auto Refresh Extension, you can create near-realtime dashboards in a few minutes. Use it to create better dashboards in business areas where time matters:

Transportation 
Logistics
Service Management
Monitoring

How Auto Refresh works:

Download Extension
Drop Extension onto your workbook 
Choose Auto Refresh extension file
Configure time, size and color in Tableau's extension configuration menu
Publish Workbook to Tableau Server 
Enjoy",,Free,Starschema,https://extensions.tableauusercontent.com/sandbox/auto-refresh/index.html,Tableau 2019.4 and later,,https://starschema.com/,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/115?version=2021.1
2022-01-09,11:28:38 AM,Date Updater,"https://galleryapi.tableau.com/productfiles/102/102/Tableau_DateUpdater_Shot1.png, https://galleryapi.tableau.com/productfiles/102/102/Tableau_DateUpdater_Shot1.png, https://galleryapi.tableau.com/productfiles/102/102/Tableau_DateUpdater_Shot2.png",https://galleryapi.tableau.com/productfiles/102/DateUpdater.png,"No longer will you need to employ crazy hacks or manually update your date parameters. This extension allows you to refresh any date parameter whenever a workbook is opened.

Bring in the extension

In the configuration window, set the date for any parameters you want to update

Click OK


Source code on GitHub",,Free,Tableau,https://extensions.tableauusercontent.com/sandbox/date-updater/index.html,Tableau 2019.4 and laterAccess a version compatible with 2019.4 and laterTableau Public (2020.1 and later),,https://github.com/tableau/extension-date-updater,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/102?version=2021.1
2022-01-09,11:28:49 AM,DashboardGuide,"https://galleryapi.tableau.com/productfiles/38/26/AppsforTableau_DashboardGuide_Shot1.gif, https://galleryapi.tableau.com/productfiles/38/26/AppsforTableau_DashboardGuide_Shot1.gif, https://galleryapi.tableau.com/productfiles/38/26/AppsforTableau_DashboardGuide_Shot2.gif, https://galleryapi.tableau.com/productfiles/38/26/AppsforTableau_DashboardGuide_Shot3.png",https://galleryapi.tableau.com/productfiles/38/AppsforTableau_DashboardGuide_Icon.png,"We all know the power of the tooltip in Tableau dashboards to explain and motivate the marks or metadata in visualizations. But what about general or background information on your entire dashboard? Meet DashboardGuide, the best dashboard explanation for Tableau!
The DashboardGuide extension for Tableau helps you save time, gain quality and deliver the background information, motivation or even KPI definitions of your dashboard. All within your familiar Tableau environment, governed and secured!
Happy Helping
Explain the content and setup to all users of your dashboards. Tell people how and why you developed your dashboard the way you did and boost user acceptance, experience and enthusiasm.
DashboardGuide is the ultimate solution for Tableau. Dashboard users love it!
Create helpful Dashboard Guides
Like any other text editor the DashboardGuide extension allows you to create stunning help dialogs to be available in every dashboard you want!
Use Images, YouTube (instruction) movies, formatted text, headings and more to explain and motivate the way you intent people to use your dashboard. Drag and drop DashboardGuide in your dashboard and start creating helpful dashboard guides.
Get started!
Learn more about the DashboardGuide extension here.
Disclaimer
The free version of this extension is limited to 1 DashboardGuide extension to your dashboard. To experience the fully functional extension, request your free trial here: https://appsfortableau.infotopics.com/request-free-trial/
Stay updated on our latest features and news!
Contact: support@appsfortableau.com 
https://appsfortableau.infotopics.com/
LinkedIn – Twitter – Facebook - Youtube",,License Required,Infotopics | Apps for Tableau,https://extensions.appsfortableau.com/dashboard-guide-free/,Tableau 2018.2 and later,,https://www.appsfortableau.com/,https://galleryapi.tableau.com/productfiles/38/AppsforTableau_PrivacyPolicy.pdf,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/38?version=2021.1
2022-01-09,11:28:50 AM,graphomate bubbles,"https://galleryapi.tableau.com/productfiles/286/graphomate_bubbles_Shot3.png, https://galleryapi.tableau.com/productfiles/286/graphomate_bubbles_Shot3.png, https://galleryapi.tableau.com/productfiles/286/graphomate_bubbles_Shot2.png, https://galleryapi.tableau.com/productfiles/286/graphomate_bubbles_Shot1.png",https://galleryapi.tableau.com/productfiles/286/graphomate_bubbles_Icon.png,"Advantages of the graphomate bubbles at a glance

display up to 5 measures in a chart for high information density
connection of bubbles to represent developments over time
IBCS compliant
Small multiples display (top n + rest, display according to space availability)
application of conditional formatting
display trendline or any other calculation
support of different zoom modes for increased readability
mapping of portfolio analyses according to the scheme of the BCG matrix

The graphomate bubbles can be used to create different representations such as bubble charts, scatter diagrams or multi-dimensional portfolio analyses (e.g. BCG matrix). This chart type can represent up to five measures on two value axes. When working with the graphomate bubbles, zoom modes increase readability. Interactive highlighting via mouseover allows meaningful interpretation even when elements are overlapping. The graphomate bubbles are also IBCS-certified.
To use the graphomate bubbles online without a watermark, feel free to ask us for time-limited demo versions or purchase subscription licenses. For more information, please visit our website.",,Free,graphomate GmbH,https://api.graphomate.com/tableau/bubbles/shop/,Tableau 2018.2 and laterTableau Public (2020.1 and later),,https://www.graphomate.com/en/products/graphomate-bubbles/,https://www.graphomate.com/en/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/286?version=2021.1
2022-01-09,11:28:51 AM,Data Writer,"https://galleryapi.tableau.com/productfiles/276/269/Actinvision_DataWriter_Shot1.gif, https://galleryapi.tableau.com/productfiles/276/269/Actinvision_DataWriter_Shot1.gif, https://galleryapi.tableau.com/productfiles/276/269/Actinvision_DataWriter_Shot2.jpg, https://galleryapi.tableau.com/productfiles/276/269/Actinvision_DataWriter_Shot3.jpg",https://galleryapi.tableau.com/productfiles/276/Actinvision_DataWriter_Icon.png,"The Data Writer extension by Actinvision allows you optimal flexibility when it comes to updating and providing context for your data. Yes, this is a database writeback tool, designed for the traditional database!
Our simple and user friendly interface allows you to connect to your data source and link Tableau fields to your database fields in a matter of seconds. With a live connection, witness the data update instantly after your changes in the extension window are saved.
Data Writer currently supports MySQL, PosgreSQL and SQL Server drivers.
Download today for a free 14-day trial!",,License Required,Actinvision,https://tableauextension.actinvision.com/writeback,Tableau 2018.2 and later,,https://www.actinvision.com/,https://galleryapi.tableau.com/productfiles/276/Actinvision_DataWriter_PP.pdf,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/276?version=2021.1
2022-01-09,11:28:52 AM,Trellis Chart Auto Resize,"https://galleryapi.tableau.com/productfiles/35/23/MarkJackson_TrellisResize_Shot1.png, https://galleryapi.tableau.com/productfiles/35/23/MarkJackson_TrellisResize_Shot1.png, https://galleryapi.tableau.com/productfiles/35/23/MarkJackson_TrellisResize_Shot2.gif",https://galleryapi.tableau.com/productfiles/35/MarkJackson_TrellisResize_Icon.png,"This extension will detect the width of the pane you place it in and write an integer value to a parameter that is used to control the number of columns in a trellis chart. If the dashboard is set to allow for a range of sizes, the trellis chart will resize to automatically fit the viewable area.",,Free,Mark Jackson,https://ugamarkj.github.io/TrellisResize/TrellisResize.html,Tableau 2018.2 and laterTableau Public (2020.1 and later),,http://ugamarkj.blogspot.com/,https://galleryapi.tableau.com/productfiles/35/MarkJackson_TrellisResize_PrivacyPolicy.pdf,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/35?version=2021.1
2022-01-09,11:28:53 AM,Bar Race,"https://galleryapi.tableau.com/productfiles/236/236/Inovista_BarRaceChart_Shot1.gif, https://galleryapi.tableau.com/productfiles/236/236/Inovista_BarRaceChart_Shot1.gif, https://galleryapi.tableau.com/productfiles/236/236/Inovista_BarRaceChart_Shot2.png, https://galleryapi.tableau.com/productfiles/236/236/Inovista_BarRaceChart_Shot3.png",https://galleryapi.tableau.com/productfiles/236/Inovista_BarRaceChart_Icon.png,"Highlights

The chart presents a typical bar chart but offers the capability of animating the bars through periods such as time. The bars resize and relocate for each period.
A user can pause the animation at any point and can then restart the animation or browse to the next or previous period.
Values are shown at the end of each bar.
A variety of properties are available to the designer which include adjustment of point and period change duration, show/hide pause panel, font/color editing and the number of bar items to be shown.

For information on using the Bar Race Chart, see Bar Race Chart User Guide
To view a YouTube video on using the chart, see Animated Bar Race Chart for Tableau
Check out a live demo here.",,Free,Inovista,https://extensions.tableauusercontent.com/sandbox/bar-race/racebar.html,Tableau 2019.4 and laterTableau Public (2020.1 and later),,https://www.inovista.com/animatorFiles/demoProjects/BarRaceTableau.html,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/236?version=2021.1
2022-01-09,11:29:04 AM,Single Checkbox Parameters,https://galleryapi.tableau.com/productfiles/106/106/Tableau_SingleCheckboxParameter_Shot1.png,https://galleryapi.tableau.com/productfiles/106/Tableau_SingleCheckboxParameter_Icon.png,"This extension takes parameters with two values and allows you to display them with a single checkbox or toggle. This allows dashboard creators to more effectively use the available space. Equivalent out of the box solutions (radio buttons, dropdowns, checkboxes) can be cumbersome to use. Take your dashboards to the next level with this useful Extension.",,Free,Tableau,https://extensions.tableauusercontent.com/sandbox/single-checkbox-parameters/singlecheckboxparameters.html,Tableau 2019.4 and laterAccess a version compatible with 2019.4 and laterTableau Public (2020.1 and later),https://public.tableau.com/profile/datajackalope#!/vizhome/Theactualhighestgrossingmoviesinflationadjusting/Dashboard1,https://github.com/tableau/extension-single-checkbox-parameters,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/106?version=2021.1
2022-01-09,11:29:15 AM,DataRobot Insights,https://galleryapi.tableau.com/productfiles/37/25/DataRobot_Insights_Shot1.png,https://galleryapi.tableau.com/productfiles/37/DataRobot_Insights_Icon.png,"The DataRobot Insights Extension accelerates analysis time. Due to massive volumes of data today, manually looking at every possible combination of variables is not efficient nor practical. This extension improves your productivity by expediting exploratory analysis to reveal valuable hidden patterns and rapidly highlight the most relevant variables to further analyze. A DataRobot license and specific version of DataRobot is required. Please visit the Support link under Tech Specifications for details and pre-requisites for using this extension (https://www.datarobot.com/drstarterkit-faq/). Download a demo dashboard here: https://www.datarobot.com/lp/self-serve-demo/",,License Required,DataRobot,https://app.datarobot.com/tableau/insights,Tableau 2018.2 and later,,https://www.datarobot.com/drstarterkit-faq/,https://www.datarobot.com/privacy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/37?version=2021.1
2022-01-09,11:29:16 AM,Image Filter,https://galleryapi.tableau.com/productfiles/21/9/Biztory_ImageFilter_Shot1.png,https://galleryapi.tableau.com/productfiles/21/Biztory_ImageFilter_Icon.png,Replace any single or multiple value quick filter by a series of clickable images.  The filter behaviour (single / multiple value) as well as the size and colour attributes of the images can be configured. Filter values are represented by clickable images. These images need to be available through a web url path (in .png format). All settings can be configured through the extension configuration screen.,,Free,Biztory,https://tableau-extensions-cdn.biztory.com/GenericExtensions/ImageFilter/ImageFilter.html,Tableau 2018.2 and laterTableau Public (2020.1 and later),,https://www.biztory.com/,https://galleryapi.tableau.com/productfiles/21/Biztory_PrivacyPolicy.pdf,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/21?version=2021.1
2022-01-09,11:29:17 AM,Sankey Diagram,"https://galleryapi.tableau.com/productfiles/171/168/Billigence_SankeyDiagram_Shot1.gif, https://galleryapi.tableau.com/productfiles/171/168/Billigence_SankeyDiagram_Shot1.gif, https://galleryapi.tableau.com/productfiles/171/168/Billigence_SankeyDiagram_Shot2.gif, https://galleryapi.tableau.com/productfiles/171/168/Billigence_SankeyDiagram_Shot3.gif",https://galleryapi.tableau.com/productfiles/171/Billigence_SankeyDiagram_Icon.png,"Sankey Diagrams are useful for displaying distribution of entities between two or more stages, placing emphasis on major transfers within a system and locating dominant contributions to the overall flow. 
Typical use-cases involve analysis of insurance claims, mortgage books, customer journeys, product acquisitions and more.
In order for the Extension to work properly, the underlying data needs to be formatted in a certain way. Please refer to Instructions section (marked with ? symbol) within the Extension for more information.
For more information on how to run Extension in your Dashboard, our Data Privacy Policy or other Tableau Extensions we offer, visit www.billigence.com/tableau-extensions.",,License Required,Billigence,https://biappsstore.com/extensions/sankey/index.html,Tableau 2018.2 and later,,https://www.billigence.com/,https://billigence.com/tableau-extensions/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/171?version=2021.1
2022-01-09,11:29:18 AM,Chart Data Extractor,"https://galleryapi.tableau.com/productfiles/116/115/Beinex_ChartDataExtractor_Shot1.jpg, https://galleryapi.tableau.com/productfiles/116/115/Beinex_ChartDataExtractor_Shot1.jpg, https://galleryapi.tableau.com/productfiles/116/115/Beinex_ChartDataExtractor_Shot2.jpg",https://galleryapi.tableau.com/productfiles/116/Beinex_ChartDataExtractor_Icon.png,"There might be users who want to see the data in rows and columns rather than in the chart format. With Chart-Data Extractor, you can now offer both. The Chart-Data Extractor is a simple extension that allows you to export Tableau chart data to excel.
When you add the extension to your dashboard, a simple download button will appear on the top of your dashboard. This button allows the users to download the data from the charts by selecting the preferred rows and columns into a clean Excel workbook.",,Free,Beinex,https://apps.beinex.com/chartdataexport,Tableau 2018.2 and laterTableau Public (2020.1 and later),,https://www.beinex.com/tableau-extensions/,https://apps.beinex.com/privacy.html,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/116?version=2021.1
2022-01-09,11:29:19 AM,Add-On Charts,"https://galleryapi.tableau.com/productfiles/237/237/Solbeg_Add-OnCharts_Shot1.jpg, https://galleryapi.tableau.com/productfiles/237/237/Solbeg_Add-OnCharts_Shot1.jpg, https://galleryapi.tableau.com/productfiles/237/237/Solbeg_Add-OnCharts_Shot2.jpg, https://galleryapi.tableau.com/productfiles/237/237/Solbeg_Add-OnCharts_Shot3.jpg",https://galleryapi.tableau.com/productfiles/237/Solbeg_Add-OnCharts_Icon.png,"Add-On Charts allows you to add additional charts to your dashboard that are not displayed on the standard Tableau “Show Me” section.

Boundaries (line) 
Polar area 
Pyramid Chart

Graphs and charts help to draw attention. Add them to your dashboard and get a deep, fact-based visualization. A graphical display of information helps to get out a necessary message, support the conclusion or emphasize the focus.
To get started, use a chart - Boundaries (line), which emphasizes the variation value over time and can be used to highlight the common value within the trend.
Try the Polar area chart, in which the circle is divided into equable parts, but their length depends on the value of the variable. The chart looks very powerful and convincing, all segments look like a part of an integrated whole.
Pyramid Chart has the form of a triangle with lines dividing it into sections. Pyramid charts show the hierarchical structure of the items, as well as quantity or size.",,License Required,Solbeg,https://tableau.solbeg.com/index.html,Tableau 2018.2 and laterTableau Public (2020.1 and later),,https://bi.solbeg.com/add-on-charts/,https://bi.solbeg.com/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/237?version=2021.1
2022-01-09,11:29:20 AM,EasyDesigns,"https://galleryapi.tableau.com/productfiles/292/AppsforTableau_EasyDesigns_Shot1.gif, https://galleryapi.tableau.com/productfiles/292/AppsforTableau_EasyDesigns_Shot1.gif, https://galleryapi.tableau.com/productfiles/292/AppsforTableau_EasyDesigns_Shot2.gif, https://galleryapi.tableau.com/productfiles/292/AppsforTableau_EasyDesigns_Shot3.png",https://galleryapi.tableau.com/productfiles/292/AppsforTableau_Elemnts_Icon.png,"Do you want your dashboards to comply to your corporate identity or just want to create stunning dashboards? So far, static background images were used to make dashboards look better. However, a big disadvantage of using images is that when you’re rescaling the dashboards, the image proportions are not correct anymore. With this user friendly extension, all styled containers remain scalable and can be changed at any moment! You can even apply a new design to all containers with a single click. Never underestimate the power of a good looking and consistent (corporate) dashboard!
EasyDesigns
Design your dashboards without using photoshop or image manipulation. Have your Corporate Identity propagate throughout your dashboards, quickly synchronize the layout over multiple containers and fully customize the way your dashboard looks. All governed and secured in Tableau!
Drag the extension in your dashboard. Double click on the container to configure the layout. Select synchronize layout if needed and set up a custom dashboard layout in only a minute!
Create your Corporate Identity
Once you have created your desired layout, synchronize and share your results with your colleagues! In the Presets tab, themes can be saved and loaded/restored. To have a professional and consistent look at your dashboard, use a Preset file to load in your Corporate Identity. Use synchronize settings to update all containers that have these settings enabled. Changing your brand (i.e., a background color) can become very tedious when having many dashboards. Not anymore! Save your template centrally on your server and update all dashboards by only replacing or editing this file. 
Themes
In the Inspiration section, you can play around with the default themes. Use this to set up a nice container or get some inspiration quickly. Use presets to load and store all settings. Default settings can be imported and used to sync settings over multiple containers, this way all containers look the same!
Get Started!
Learn more about the EasyDesigns extension here.
Learn how to quickly set it up with our Product Guide.
Disclaimer
The free version of this extension is limited to two EasyDesigns containers to your dashboard. To experience the fully functional extension, request your free trial here: https://appsfortableau.infotopics.com/request-free-trial/
Stay updated on our latest features and news!
Contact: support@appsfortableau.com 
https://appsfortableau.infotopics.com/
LinkedIn – Twitter – Facebook - Youtube",,Free,Infotopics | Apps for Tableau,https://extensions.appsfortableau.com/easydesigns-free,Tableau 2018.2 and later,,https://appsfortableau.infotopics.com/extensions-for-tableau/easydesigns/,https://galleryapi.tableau.com/productfiles/292/AppsforTableau_PrivacyPolicy.pdf,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/292?version=2021.1
2022-01-09,11:29:22 AM,PerformanceInsight,"https://galleryapi.tableau.com/productfiles/110/109/AppsforTableau_PerformanceInsights_Shot1.png, https://galleryapi.tableau.com/productfiles/110/109/AppsforTableau_PerformanceInsights_Shot1.png, https://galleryapi.tableau.com/productfiles/110/109/AppsforTableau_PerformanceInsights_Shot2.png, https://galleryapi.tableau.com/productfiles/110/109/AppsforTableau_PerformanceInsights_Shot3.png",https://galleryapi.tableau.com/productfiles/110/AppsforTableau_PerformanceInsights_Icon.png,"The free PerformanceInsight extension for Tableau helps all Tableau Dashboard creators and developers to gain insight and feedback on performance optimizations of their dashboards. The best part: it’s a free extension!
Measure Dashboard Performance
Tableau Dashboard performance issues can be caused by a number of reasons. Using the Tableau Native performance recorder might give you some details on query performance but leaves you empty handed when it comes to tips on how to improve your performance. The PerformanceInsight extension guides you towards improving your performance instead of only measuring (bad) query performance.
The best customer satisfaction is obtained when serving snappy high performing sexy dashboards to your customers/users. The flexibility and ease of use Tableau offers, sometimes makes you forget what happens under the hood. This neat extension helps dashboard creators and Tableau developers to gain insight in dashboard performance by taking an expert look into the engine.
FREE Extension!
We believe every Tableau Dashboard creator, beginner or expert, must be able to deliver good performing dashboards to his/her customers. With our passion for Tableau we love to share our knowledge in order to help as much enthusiasts as possible. We are proud to serve this extension for free!
So grab your copy of this neat solution right away and start building your high performing dashboards!
Get started!
Learn more about the PerformanceInsight extension here.
Disclaimer
The free version of this extension is limited to 1 PerformanceInsight extension to your dashboard. To experience the fully functional extension, request your free trial here: https://appsfortableau.infotopics.com/request-free-trial/
Stay updated on our latest features and news!
Contact: support@appsfortableau.com 
https://appsfortableau.infotopics.com/
LinkedIn – Twitter – Facebook - Youtube",,Free,Infotopics | Apps for Tableau,https://extensions.tableauusercontent.com/sandbox/performance-insights/index.html,Tableau 2019.4 and later,,https://www.appsfortableau.com/,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/110?version=2021.1
